Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
5509/2,08/01/2018 00:00:00,16:14:00,64,258,21,11,10,,,,,,,,,,,,,,,71,300
5509/2,08/01/2018 00:00:00,16:29:00,65,298,15,8,6,,,,,,,,,,,,,,,70,327
5509/2,08/01/2018 00:00:00,16:44:00,66,330,29,5,6,,,,,,,,,,,,,,,69,370
5509/2,08/01/2018 00:00:00,16:59:00,67,336,19,10,5,,,,,,,,,,,,,,,68,370
5509/2,08/01/2018 00:00:00,17:14:00,68,312,11,7,5,,,,,,,,,,,,,,,69,335
5509/2,08/01/2018 00:00:00,17:29:00,69,350,16,5,9,,,,,,,,,,,,,,,69,380
5509/2,08/01/2018 00:00:00,17:44:00,70,344,6,12,11,,,,,,,,,,,,,,,68,373
5509/2,08/01/2018 00:00:00,17:59:00,71,338,6,4,1,,,,,,,,,,,,,,,70,349
5509/2,08/01/2018 00:00:00,18:14:00,72,302,9,9,2,,,,,,,,,,,,,,,70,322
5509/2,08/01/2018 00:00:00,18:29:00,73,258,10,6,9,,,,,,,,,,,,,,,69,283
5509/2,08/01/2018 00:00:00,18:44:00,74,258,6,3,9,,,,,,,,,,,,,,,70,276
5509/2,08/01/2018 00:00:00,18:59:00,75,193,3,4,3,,,,,,,,,,,,,,,71,203
5509/2,08/01/2018 00:00:00,19:14:00,76,225,7,6,5,,,,,,,,,,,,,,,69,243
5509/2,08/01/2018 00:00:00,19:29:00,77,169,9,3,4,,,,,,,,,,,,,,,69,185
5509/2,08/01/2018 00:00:00,19:44:00,78,155,5,3,5,,,,,,,,,,,,,,,69,168
5509/2,08/01/2018 00:00:00,19:59:00,79,129,8,0,7,,,,,,,,,,,,,,,69,144
5509/2,08/01/2018 00:00:00,20:14:00,80,103,3,2,4,,,,,,,,,,,,,,,70,112
5509/2,08/01/2018 00:00:00,20:29:00,81,99,9,1,4,,,,,,,,,,,,,,,71,113
5509/2,08/01/2018 00:00:00,20:44:00,82,68,6,3,2,,,,,,,,,,,,,,,70,79
5509/2,08/01/2018 00:00:00,20:59:00,83,85,5,1,2,,,,,,,,,,,,,,,69,93
5509/2,08/01/2018 00:00:00,21:14:00,84,83,7,4,5,,,,,,,,,,,,,,,69,99
5509/2,08/01/2018 00:00:00,21:29:00,85,85,2,0,2,,,,,,,,,,,,,,,70,89
5509/2,08/01/2018 00:00:00,21:44:00,86,78,3,3,1,,,,,,,,,,,,,,,70,85
5509/2,08/01/2018 00:00:00,21:59:00,87,71,7,5,1,,,,,,,,,,,,,,,72,84
5509/2,08/01/2018 00:00:00,22:14:00,88,69,4,2,7,,,,,,,,,,,,,,,70,82
5509/2,08/01/2018 00:00:00,22:29:00,89,65,9,13,7,,,,,,,,,,,,,,,69,94
5509/2,08/01/2018 00:00:00,22:44:00,90,65,4,3,1,,,,,,,,,,,,,,,68,73
5509/2,08/01/2018 00:00:00,22:59:00,91,35,2,3,1,,,,,,,,,,,,,,,67,41
5509/2,08/01/2018 00:00:00,23:14:00,92,27,1,1,3,,,,,,,,,,,,,,,68,32
5509/2,08/01/2018 00:00:00,23:29:00,93,19,1,0,3,,,,,,,,,,,,,,,68,23
5509/2,08/01/2018 00:00:00,23:44:00,94,16,0,0,5,,,,,,,,,,,,,,,69,21
5509/2,08/01/2018 00:00:00,23:59:00,95,14,1,0,2,,,,,,,,,,,,,,,68,17
5509/2,09/01/2018 00:00:00,00:14:00,0,11,3,0,1,,,,,,,,,,,,,,,74,15
5509/2,09/01/2018 00:00:00,00:29:00,1,12,0,1,2,,,,,,,,,,,,,,,71,15
5509/2,09/01/2018 00:00:00,00:44:00,2,4,1,2,1,,,,,,,,,,,,,,,65,8
5509/2,09/01/2018 00:00:00,00:59:00,3,9,1,0,1,,,,,,,,,,,,,,,78,11
5509/2,09/01/2018 00:00:00,01:14:00,4,7,1,1,0,,,,,,,,,,,,,,,77,9
5509/2,09/01/2018 00:00:00,01:29:00,5,12,0,0,1,,,,,,,,,,,,,,,69,13
5509/2,09/01/2018 00:00:00,01:44:00,6,12,2,5,0,,,,,,,,,,,,,,,65,19
5509/2,09/01/2018 00:00:00,01:59:00,7,6,1,3,0,,,,,,,,,,,,,,,69,10
5509/2,09/01/2018 00:00:00,02:14:00,8,6,1,1,2,,,,,,,,,,,,,,,63,10
5509/2,09/01/2018 00:00:00,02:29:00,9,8,1,1,0,,,,,,,,,,,,,,,71,10
5509/2,09/01/2018 00:00:00,02:44:00,10,12,1,0,0,,,,,,,,,,,,,,,73,13
5509/2,09/01/2018 00:00:00,02:59:00,11,7,1,3,1,,,,,,,,,,,,,,,67,12
5509/2,09/01/2018 00:00:00,03:14:00,12,9,0,0,1,,,,,,,,,,,,,,,68,10
5509/2,09/01/2018 00:00:00,03:29:00,13,8,2,1,3,,,,,,,,,,,,,,,65,14
5509/2,09/01/2018 00:00:00,03:44:00,14,15,1,1,3,,,,,,,,,,,,,,,67,20
5509/2,09/01/2018 00:00:00,03:59:00,15,21,2,1,5,,,,,,,,,,,,,,,68,29
5509/2,09/01/2018 00:00:00,04:14:00,16,20,3,3,1,,,,,,,,,,,,,,,71,27
5509/2,09/01/2018 00:00:00,04:29:00,17,48,6,2,5,,,,,,,,,,,,,,,69,61
5509/2,09/01/2018 00:00:00,04:44:00,18,32,2,2,3,,,,,,,,,,,,,,,70,39
5509/2,09/01/2018 00:00:00,04:59:00,19,59,8,3,3,,,,,,,,,,,,,,,71,73
5509/2,09/01/2018 00:00:00,05:14:00,20,123,14,7,7,,,,,,,,,,,,,,,71,151
5509/2,09/01/2018 00:00:00,05:29:00,21,174,30,6,5,,,,,,,,,,,,,,,73,215
5509/2,09/01/2018 00:00:00,05:44:00,22,277,38,7,11,,,,,,,,,,,,,,,73,333
5509/2,09/01/2018 00:00:00,05:59:00,23,394,61,10,6,,,,,,,,,,,,,,,72,471
5509/2,09/01/2018 00:00:00,06:14:00,24,502,74,13,3,,,,,,,,,,,,,,,71,592
5509/2,09/01/2018 00:00:00,06:29:00,25,599,75,23,7,,,,,,,,,,,,,,,68,704
5509/2,09/01/2018 00:00:00,06:44:00,26,636,90,21,12,,,,,,,,,,,,,,,65,759
5509/2,09/01/2018 00:00:00,06:59:00,27,741,86,26,6,,,,,,,,,,,,,,,64,859
5509/2,09/01/2018 00:00:00,07:14:00,28,785,64,29,8,,,,,,,,,,,,,,,62,886
5509/2,09/01/2018 00:00:00,07:29:00,29,721,79,34,18,,,,,,,,,,,,,,,60,852
5509/2,09/01/2018 00:00:00,07:44:00,30,805,64,34,17,,,,,,,,,,,,,,,58,920
5509/2,09/01/2018 00:00:00,07:59:00,31,752,54,17,12,,,,,,,,,,,,,,,60,835
5509/2,09/01/2018 00:00:00,08:14:00,32,655,47,27,15,,,,,,,,,,,,,,,64,744
5509/2,09/01/2018 00:00:00,08:29:00,33,644,52,25,15,,,,,,,,,,,,,,,65,736
5509/2,09/01/2018 00:00:00,08:44:00,34,620,44,39,23,,,,,,,,,,,,,,,63,726
5509/2,09/01/2018 00:00:00,08:59:00,35,476,46,29,14,,,,,,,,,,,,,,,68,565
5509/2,09/01/2018 00:00:00,09:14:00,36,353,34,31,24,,,,,,,,,,,,,,,68,442
5509/2,09/01/2018 00:00:00,09:29:00,37,400,41,27,10,,,,,,,,,,,,,,,70,478
5509/2,09/01/2018 00:00:00,09:44:00,38,316,38,27,16,,,,,,,,,,,,,,,70,397
5509/2,09/01/2018 00:00:00,09:59:00,39,273,42,26,17,,,,,,,,,,,,,,,69,358
5509/2,09/01/2018 00:00:00,10:14:00,40,268,28,30,17,,,,,,,,,,,,,,,69,343
5509/2,09/01/2018 00:00:00,10:29:00,41,239,17,19,14,,,,,,,,,,,,,,,69,289
5509/2,09/01/2018 00:00:00,10:44:00,42,254,15,29,15,,,,,,,,,,,,,,,69,313
5509/2,09/01/2018 00:00:00,10:59:00,43,232,23,27,15,,,,,,,,,,,,,,,70,297
5509/2,09/01/2018 00:00:00,11:14:00,44,214,21,27,16,,,,,,,,,,,,,,,69,278
5509/2,09/01/2018 00:00:00,11:29:00,45,229,21,26,18,,,,,,,,,,,,,,,69,294
5509/2,09/01/2018 00:00:00,11:44:00,46,212,26,17,18,,,,,,,,,,,,,,,69,273
5509/2,09/01/2018 00:00:00,11:59:00,47,204,17,22,12,,,,,,,,,,,,,,,70,255
5509/2,09/01/2018 00:00:00,12:14:00,48,199,24,16,9,,,,,,,,,,,,,,,71,248
5509/2,09/01/2018 00:00:00,12:29:00,49,216,25,31,14,,,,,,,,,,,,,,,69,286
5509/2,09/01/2018 00:00:00,12:44:00,50,217,25,18,12,,,,,,,,,,,,,,,69,272
5509/2,09/01/2018 00:00:00,12:59:00,51,254,27,29,15,,,,,,,,,,,,,,,70,325
5509/2,09/01/2018 00:00:00,13:14:00,52,215,22,22,12,,,,,,,,,,,,,,,69,271
5509/2,09/01/2018 00:00:00,13:29:00,53,243,19,30,11,,,,,,,,,,,,,,,70,303
5509/2,09/01/2018 00:00:00,13:44:00,54,210,25,28,11,,,,,,,,,,,,,,,69,274
5509/2,09/01/2018 00:00:00,13:59:00,55,251,34,21,10,,,,,,,,,,,,,,,70,316
5509/2,09/01/2018 00:00:00,14:14:00,56,250,20,25,14,,,,,,,,,,,,,,,70,309
5509/2,09/01/2018 00:00:00,14:29:00,57,253,31,39,14,,,,,,,,,,,,,,,69,337
5509/2,09/01/2018 00:00:00,14:44:00,58,245,14,24,7,,,,,,,,,,,,,,,70,290
5509/2,09/01/2018 00:00:00,14:59:00,59,277,23,23,16,,,,,,,,,,,,,,,70,339
5509/2,09/01/2018 00:00:00,15:14:00,60,254,19,23,14,,,,,,,,,,,,,,,70,310
5509/2,09/01/2018 00:00:00,15:29:00,61,255,20,7,11,,,,,,,,,,,,,,,70,293
5509/2,09/01/2018 00:00:00,15:44:00,62,270,18,13,7,,,,,,,,,,,,,,,70,308
5509/2,09/01/2018 00:00:00,15:59:00,63,294,17,16,8,,,,,,,,,,,,,,,71,335
5509/2,09/01/2018 00:00:00,16:14:00,64,335,27,18,5,,,,,,,,,,,,,,,70,385
5509/2,09/01/2018 00:00:00,16:29:00,65,310,20,10,5,,,,,,,,,,,,,,,70,345
5509/2,09/01/2018 00:00:00,16:44:00,66,328,28,15,8,,,,,,,,,,,,,,,69,379
5509/2,09/01/2018 00:00:00,16:59:00,67,360,20,14,7,,,,,,,,,,,,,,,69,401
5509/2,09/01/2018 00:00:00,17:14:00,68,318,21,10,7,,,,,,,,,,,,,,,68,356
5509/2,09/01/2018 00:00:00,17:29:00,69,318,14,9,5,,,,,,,,,,,,,,,68,346
5509/2,09/01/2018 00:00:00,17:44:00,70,344,10,8,7,,,,,,,,,,,,,,,69,369
5509/2,09/01/2018 00:00:00,17:59:00,71,346,7,6,2,,,,,,,,,,,,,,,69,361
5509/2,09/01/2018 00:00:00,18:14:00,72,295,13,2,3,,,,,,,,,,,,,,,69,313
5509/2,09/01/2018 00:00:00,18:29:00,73,285,8,3,6,,,,,,,,,,,,,,,70,302
5509/2,09/01/2018 00:00:00,18:44:00,74,258,14,4,9,,,,,,,,,,,,,,,69,285
5509/2,09/01/2018 00:00:00,18:59:00,75,199,2,4,5,,,,,,,,,,,,,,,71,210
5509/2,09/01/2018 00:00:00,19:14:00,76,189,7,4,2,,,,,,,,,,,,,,,71,202
5509/2,09/01/2018 00:00:00,19:29:00,77,131,6,5,5,,,,,,,,,,,,,,,70,147
5509/2,09/01/2018 00:00:00,19:44:00,78,133,3,4,3,,,,,,,,,,,,,,,70,143
5509/2,09/01/2018 00:00:00,19:59:00,79,126,4,3,5,,,,,,,,,,,,,,,71,138
5509/2,09/01/2018 00:00:00,20:14:00,80,107,7,4,5,,,,,,,,,,,,,,,71,123
5509/2,09/01/2018 00:00:00,20:29:00,81,114,6,4,3,,,,,,,,,,,,,,,72,127
5509/2,09/01/2018 00:00:00,20:44:00,82,91,4,1,3,,,,,,,,,,,,,,,72,99
5509/2,09/01/2018 00:00:00,20:59:00,83,85,5,1,3,,,,,,,,,,,,,,,72,94
5509/2,09/01/2018 00:00:00,21:14:00,84,92,5,2,6,,,,,,,,,,,,,,,71,105
5509/2,09/01/2018 00:00:00,21:29:00,85,86,7,4,2,,,,,,,,,,,,,,,71,99
5509/2,09/01/2018 00:00:00,21:44:00,86,68,4,2,3,,,,,,,,,,,,,,,71,77
5509/2,09/01/2018 00:00:00,21:59:00,87,103,5,2,1,,,,,,,,,,,,,,,70,111
5509/2,09/01/2018 00:00:00,22:14:00,88,113,4,2,7,,,,,,,,,,,,,,,71,126
5509/2,09/01/2018 00:00:00,22:29:00,89,98,9,9,3,,,,,,,,,,,,,,,70,119
5509/2,09/01/2018 00:00:00,22:44:00,90,66,3,1,11,,,,,,,,,,,,,,,68,81
5509/2,09/01/2018 00:00:00,22:59:00,91,34,0,3,15,,,,,,,,,,,,,,,67,52
5509/2,09/01/2018 00:00:00,23:14:00,92,49,3,1,3,,,,,,,,,,,,,,,68,56
5509/2,09/01/2018 00:00:00,23:29:00,93,26,6,0,4,,,,,,,,,,,,,,,68,36
5509/2,09/01/2018 00:00:00,23:44:00,94,26,1,0,1,,,,,,,,,,,,,,,70,28
5509/2,09/01/2018 00:00:00,23:59:00,95,11,1,0,2,,,,,,,,,,,,,,,64,14
5509/2,10/01/2018 00:00:00,00:14:00,0,12,2,1,1,,,,,,,,,,,,,,,67,16
5509/2,10/01/2018 00:00:00,00:29:00,1,9,0,0,2,,,,,,,,,,,,,,,62,11
5509/2,10/01/2018 00:00:00,00:44:00,2,12,0,2,1,,,,,,,,,,,,,,,65,15
5509/2,10/01/2018 00:00:00,00:59:00,3,6,1,0,1,,,,,,,,,,,,,,,71,8
5509/2,10/01/2018 00:00:00,01:14:00,4,8,2,0,2,,,,,,,,,,,,,,,69,12
5509/2,10/01/2018 00:00:00,01:29:00,5,10,1,1,1,,,,,,,,,,,,,,,65,13
5509/2,10/01/2018 00:00:00,01:44:00,6,4,3,3,1,,,,,,,,,,,,,,,64,11
5509/2,10/01/2018 00:00:00,01:59:00,7,7,0,2,1,,,,,,,,,,,,,,,71,10
5509/2,10/01/2018 00:00:00,02:14:00,8,6,1,0,5,,,,,,,,,,,,,,,61,12
5509/2,10/01/2018 00:00:00,02:29:00,9,9,1,0,2,,,,,,,,,,,,,,,64,12
5509/2,10/01/2018 00:00:00,02:44:00,10,7,1,3,0,,,,,,,,,,,,,,,63,11
5509/2,10/01/2018 00:00:00,02:59:00,11,5,1,1,3,,,,,,,,,,,,,,,62,10
5509/2,10/01/2018 00:00:00,03:14:00,12,7,2,1,1,,,,,,,,,,,,,,,69,11
5509/2,10/01/2018 00:00:00,03:29:00,13,10,0,0,2,,,,,,,,,,,,,,,67,12
5509/2,10/01/2018 00:00:00,03:44:00,14,14,1,1,2,,,,,,,,,,,,,,,68,18
5509/2,10/01/2018 00:00:00,03:59:00,15,38,3,1,1,,,,,,,,,,,,,,,68,43
5509/2,10/01/2018 00:00:00,04:14:00,16,24,4,2,8,,,,,,,,,,,,,,,69,38
5509/2,10/01/2018 00:00:00,04:29:00,17,35,8,5,3,,,,,,,,,,,,,,,71,51
5509/2,10/01/2018 00:00:00,04:44:00,18,56,5,2,2,,,,,,,,,,,,,,,71,65
5509/2,10/01/2018 00:00:00,04:59:00,19,58,5,5,6,,,,,,,,,,,,,,,69,74
5509/2,10/01/2018 00:00:00,05:14:00,20,91,13,5,8,,,,,,,,,,,,,,,70,117
5509/2,10/01/2018 00:00:00,05:29:00,21,175,21,4,6,,,,,,,,,,,,,,,74,206
5509/2,10/01/2018 00:00:00,05:44:00,22,281,50,8,11,,,,,,,,,,,,,,,71,350
5509/2,10/01/2018 00:00:00,05:59:00,23,348,57,11,8,,,,,,,,,,,,,,,71,424
5509/2,10/01/2018 00:00:00,06:14:00,24,477,63,13,5,,,,,,,,,,,,,,,69,558
5509/2,10/01/2018 00:00:00,06:29:00,25,574,89,31,10,,,,,,,,,,,,,,,64,704
5509/2,10/01/2018 00:00:00,06:44:00,26,666,76,26,10,,,,,,,,,,,,,,,64,778
5509/2,10/01/2018 00:00:00,06:59:00,27,721,76,18,17,,,,,,,,,,,,,,,62,832
5509/2,10/01/2018 00:00:00,07:14:00,28,732,68,18,13,,,,,,,,,,,,,,,62,831
5509/2,10/01/2018 00:00:00,07:29:00,29,770,74,26,11,,,,,,,,,,,,,,,59,881
5509/2,10/01/2018 00:00:00,07:44:00,30,764,70,25,13,,,,,,,,,,,,,,,59,872
5509/2,10/01/2018 00:00:00,07:59:00,31,717,53,27,12,,,,,,,,,,,,,,,63,809
5509/2,10/01/2018 00:00:00,08:14:00,32,648,54,27,13,,,,,,,,,,,,,,,65,742
5509/2,10/01/2018 00:00:00,08:29:00,33,620,43,38,16,,,,,,,,,,,,,,,65,717
5509/2,10/01/2018 00:00:00,08:44:00,34,534,36,32,17,,,,,,,,,,,,,,,68,619
5509/2,10/01/2018 00:00:00,08:59:00,35,458,34,34,13,,,,,,,,,,,,,,,68,539
5509/2,10/01/2018 00:00:00,09:14:00,36,406,29,28,20,,,,,,,,,,,,,,,69,483
5509/2,10/01/2018 00:00:00,09:29:00,37,388,30,31,15,,,,,,,,,,,,,,,68,464
5509/2,10/01/2018 00:00:00,09:44:00,38,330,37,26,21,,,,,,,,,,,,,,,68,414
5509/2,10/01/2018 00:00:00,09:59:00,39,352,27,29,22,,,,,,,,,,,,,,,69,430
5509/2,10/01/2018 00:00:00,10:14:00,40,282,41,29,18,,,,,,,,,,,,,,,68,370
5509/2,10/01/2018 00:00:00,10:29:00,41,286,26,21,25,,,,,,,,,,,,,,,69,358
5509/2,10/01/2018 00:00:00,10:44:00,42,265,23,28,17,,,,,,,,,,,,,,,69,333
5509/2,10/01/2018 00:00:00,10:59:00,43,250,31,28,19,,,,,,,,,,,,,,,69,328
5509/2,10/01/2018 00:00:00,11:14:00,44,231,23,19,15,,,,,,,,,,,,,,,70,288
5509/2,10/01/2018 00:00:00,11:29:00,45,254,24,23,19,,,,,,,,,,,,,,,69,320
5509/2,10/01/2018 00:00:00,11:44:00,46,261,26,20,15,,,,,,,,,,,,,,,69,322
5509/2,10/01/2018 00:00:00,11:59:00,47,229,24,27,18,,,,,,,,,,,,,,,69,298
5509/2,10/01/2018 00:00:00,12:14:00,48,243,21,18,14,,,,,,,,,,,,,,,70,296
5509/2,10/01/2018 00:00:00,12:29:00,49,201,29,11,15,,,,,,,,,,,,,,,70,256
5509/2,10/01/2018 00:00:00,12:44:00,50,265,21,32,15,,,,,,,,,,,,,,,70,333
5509/2,10/01/2018 00:00:00,12:59:00,51,230,22,12,18,,,,,,,,,,,,,,,70,282
5509/2,10/01/2018 00:00:00,13:14:00,52,249,20,16,20,,,,,,,,,,,,,,,70,305
5509/2,10/01/2018 00:00:00,13:29:00,53,233,22,32,12,,,,,,,,,,,,,,,70,299
5509/2,10/01/2018 00:00:00,13:44:00,54,259,23,15,12,,,,,,,,,,,,,,,70,309
5509/2,10/01/2018 00:00:00,13:59:00,55,265,24,18,16,,,,,,,,,,,,,,,70,323
5509/2,10/01/2018 00:00:00,14:14:00,56,278,25,26,9,,,,,,,,,,,,,,,70,338
5509/2,10/01/2018 00:00:00,14:29:00,57,328,27,33,13,,,,,,,,,,,,,,,70,401
5509/2,10/01/2018 00:00:00,14:44:00,58,295,30,27,7,,,,,,,,,,,,,,,70,359
5509/2,10/01/2018 00:00:00,14:59:00,59,292,25,18,8,,,,,,,,,,,,,,,71,343
5509/2,10/01/2018 00:00:00,15:14:00,60,291,25,22,6,,,,,,,,,,,,,,,70,344
5509/2,10/01/2018 00:00:00,15:29:00,61,321,25,15,7,,,,,,,,,,,,,,,71,368
5509/2,10/01/2018 00:00:00,15:44:00,62,324,26,13,11,,,,,,,,,,,,,,,70,374
5509/2,10/01/2018 00:00:00,15:59:00,63,308,25,10,8,,,,,,,,,,,,,,,70,351
5509/2,10/01/2018 00:00:00,16:14:00,64,345,22,11,9,,,,,,,,,,,,,,,70,387
5509/2,10/01/2018 00:00:00,16:29:00,65,355,29,12,7,,,,,,,,,,,,,,,71,403
5509/2,10/01/2018 00:00:00,16:44:00,66,352,27,14,7,,,,,,,,,,,,,,,68,400
5509/2,10/01/2018 00:00:00,16:59:00,67,356,11,12,8,,,,,,,,,,,,,,,69,387
5509/2,10/01/2018 00:00:00,17:14:00,68,371,22,5,8,,,,,,,,,,,,,,,69,406
5509/2,10/01/2018 00:00:00,17:29:00,69,388,15,9,6,,,,,,,,,,,,,,,68,418
5509/2,10/01/2018 00:00:00,17:44:00,70,336,10,9,4,,,,,,,,,,,,,,,68,359
5509/2,10/01/2018 00:00:00,17:59:00,71,434,13,5,8,,,,,,,,,,,,,,,69,460
5509/2,10/01/2018 00:00:00,18:14:00,72,339,14,6,3,,,,,,,,,,,,,,,69,362
5509/2,10/01/2018 00:00:00,18:29:00,73,310,10,3,10,,,,,,,,,,,,,,,70,333
5509/2,10/01/2018 00:00:00,18:44:00,74,256,12,3,6,,,,,,,,,,,,,,,71,277
5509/2,10/01/2018 00:00:00,18:59:00,75,223,15,2,6,,,,,,,,,,,,,,,69,246
5509/2,10/01/2018 00:00:00,19:14:00,76,198,4,6,4,,,,,,,,,,,,,,,70,212
5509/2,10/01/2018 00:00:00,19:29:00,77,155,4,3,8,,,,,,,,,,,,,,,70,170
5509/2,10/01/2018 00:00:00,19:44:00,78,134,9,4,1,,,,,,,,,,,,,,,69,148
5509/2,10/01/2018 00:00:00,19:59:00,79,134,6,5,7,,,,,,,,,,,,,,,71,152
5509/2,10/01/2018 00:00:00,20:14:00,80,134,9,5,5,,,,,,,,,,,,,,,71,153
5509/2,10/01/2018 00:00:00,20:29:00,81,117,5,2,5,,,,,,,,,,,,,,,70,129
5509/2,10/01/2018 00:00:00,20:44:00,82,86,5,2,6,,,,,,,,,,,,,,,70,99
5509/2,10/01/2018 00:00:00,20:59:00,83,96,10,0,0,,,,,,,,,,,,,,,71,106
5509/2,10/01/2018 00:00:00,21:14:00,84,85,11,2,5,,,,,,,,,,,,,,,69,103
5509/2,10/01/2018 00:00:00,21:29:00,85,79,3,1,3,,,,,,,,,,,,,,,67,86
5509/2,10/01/2018 00:00:00,21:44:00,86,83,3,6,2,,,,,,,,,,,,,,,67,94
5509/2,10/01/2018 00:00:00,21:59:00,87,96,2,3,5,,,,,,,,,,,,,,,66,106
5509/2,10/01/2018 00:00:00,22:14:00,88,61,3,2,8,,,,,,,,,,,,,,,64,74
5509/2,10/01/2018 00:00:00,22:29:00,89,77,10,8,3,,,,,,,,,,,,,,,63,98
5509/2,10/01/2018 00:00:00,22:44:00,90,62,4,4,2,,,,,,,,,,,,,,,64,72
5509/2,10/01/2018 00:00:00,22:59:00,91,42,4,2,3,,,,,,,,,,,,,,,60,51
5509/2,10/01/2018 00:00:00,23:14:00,92,35,0,0,2,,,,,,,,,,,,,,,60,37
5509/2,10/01/2018 00:00:00,23:29:00,93,26,3,0,2,,,,,,,,,,,,,,,55,31
5509/2,10/01/2018 00:00:00,23:44:00,94,26,3,0,2,,,,,,,,,,,,,,,60,31
5509/2,10/01/2018 00:00:00,23:59:00,95,11,1,1,3,,,,,,,,,,,,,,,56,16
5509/2,11/01/2018 00:00:00,00:14:00,0,8,2,1,0,,,,,,,,,,,,,,,64,11
5509/2,11/01/2018 00:00:00,00:29:00,1,7,1,0,1,,,,,,,,,,,,,,,53,9
5509/2,11/01/2018 00:00:00,00:44:00,2,10,2,0,1,,,,,,,,,,,,,,,63,13
5509/2,11/01/2018 00:00:00,00:59:00,3,8,3,2,1,,,,,,,,,,,,,,,64,14
5509/2,11/01/2018 00:00:00,01:14:00,4,8,2,2,2,,,,,,,,,,,,,,,58,14
5509/2,11/01/2018 00:00:00,01:29:00,5,13,0,0,1,,,,,,,,,,,,,,,66,14
5509/2,11/01/2018 00:00:00,01:44:00,6,5,1,1,2,,,,,,,,,,,,,,,64,9
5509/2,11/01/2018 00:00:00,01:59:00,7,2,2,1,2,,,,,,,,,,,,,,,59,7
5509/2,11/01/2018 00:00:00,02:14:00,8,8,1,2,4,,,,,,,,,,,,,,,62,15
5509/2,11/01/2018 00:00:00,02:29:00,9,5,0,0,1,,,,,,,,,,,,,,,66,6
5509/2,11/01/2018 00:00:00,02:44:00,10,5,0,2,0,,,,,,,,,,,,,,,63,7
5509/2,11/01/2018 00:00:00,02:59:00,11,8,2,0,0,,,,,,,,,,,,,,,65,10
5509/2,11/01/2018 00:00:00,03:14:00,12,9,2,2,0,,,,,,,,,,,,,,,62,13
5509/2,11/01/2018 00:00:00,03:29:00,13,15,2,1,3,,,,,,,,,,,,,,,68,21
5509/2,11/01/2018 00:00:00,03:44:00,14,7,2,1,3,,,,,,,,,,,,,,,66,13
5509/2,11/01/2018 00:00:00,03:59:00,15,19,1,0,5,,,,,,,,,,,,,,,68,25
5509/2,11/01/2018 00:00:00,04:14:00,16,24,6,0,3,,,,,,,,,,,,,,,73,33
5509/2,11/01/2018 00:00:00,04:29:00,17,32,6,5,5,,,,,,,,,,,,,,,71,48
5509/2,11/01/2018 00:00:00,04:44:00,18,55,5,1,7,,,,,,,,,,,,,,,71,68
5509/2,11/01/2018 00:00:00,04:59:00,19,63,8,3,7,,,,,,,,,,,,,,,70,81
5509/2,11/01/2018 00:00:00,05:14:00,20,114,17,4,5,,,,,,,,,,,,,,,72,140
5509/2,11/01/2018 00:00:00,05:29:00,21,164,25,7,5,,,,,,,,,,,,,,,74,201
5509/2,11/01/2018 00:00:00,05:44:00,22,291,41,7,12,,,,,,,,,,,,,,,73,351
5509/2,11/01/2018 00:00:00,05:59:00,23,343,62,9,10,,,,,,,,,,,,,,,72,424
5509/2,11/01/2018 00:00:00,06:14:00,24,463,60,13,12,,,,,,,,,,,,,,,70,548
5509/2,11/01/2018 00:00:00,06:29:00,25,555,94,24,7,,,,,,,,,,,,,,,66,680
5509/2,11/01/2018 00:00:00,06:44:00,26,690,90,35,14,,,,,,,,,,,,,,,62,829
5509/2,11/01/2018 00:00:00,06:59:00,27,718,76,26,7,,,,,,,,,,,,,,,63,827
5509/2,11/01/2018 00:00:00,07:14:00,28,762,75,24,10,,,,,,,,,,,,,,,60,871
5509/2,11/01/2018 00:00:00,07:29:00,29,736,78,30,9,,,,,,,,,,,,,,,61,853
5509/2,11/01/2018 00:00:00,07:44:00,30,756,63,37,19,,,,,,,,,,,,,,,57,875
5509/2,11/01/2018 00:00:00,07:59:00,31,682,61,27,23,,,,,,,,,,,,,,,59,793
5509/2,11/01/2018 00:00:00,08:14:00,32,639,46,24,13,,,,,,,,,,,,,,,61,722
5509/2,11/01/2018 00:00:00,08:29:00,33,687,57,26,9,,,,,,,,,,,,,,,60,779
5509/2,11/01/2018 00:00:00,08:44:00,34,534,44,28,23,,,,,,,,,,,,,,,66,629
5509/2,11/01/2018 00:00:00,08:59:00,35,507,39,24,12,,,,,,,,,,,,,,,68,582
5509/2,11/01/2018 00:00:00,09:14:00,36,403,45,29,18,,,,,,,,,,,,,,,68,495
5509/2,11/01/2018 00:00:00,09:29:00,37,352,34,29,14,,,,,,,,,,,,,,,70,429
5509/2,11/01/2018 00:00:00,09:44:00,38,326,27,26,10,,,,,,,,,,,,,,,70,389
5509/2,11/01/2018 00:00:00,09:59:00,39,315,33,27,16,,,,,,,,,,,,,,,70,391
5509/2,11/01/2018 00:00:00,10:14:00,40,262,21,28,17,,,,,,,,,,,,,,,70,328
