Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
5509/2,16/01/2018 00:00:00,06:59:00,27,740,84,23,18,,,,,,,,,,,,,,,59,865
5509/2,16/01/2018 00:00:00,07:14:00,28,763,62,34,8,,,,,,,,,,,,,,,59,867
5509/2,16/01/2018 00:00:00,07:29:00,29,724,66,30,8,,,,,,,,,,,,,,,59,828
5509/2,16/01/2018 00:00:00,07:44:00,30,720,50,23,16,,,,,,,,,,,,,,,59,809
5509/2,16/01/2018 00:00:00,07:59:00,31,781,63,26,14,,,,,,,,,,,,,,,57,884
5509/2,16/01/2018 00:00:00,08:14:00,32,737,48,19,12,,,,,,,,,,,,,,,59,816
5509/2,16/01/2018 00:00:00,08:29:00,33,639,39,34,17,,,,,,,,,,,,,,,34,729
5509/2,16/01/2018 00:00:00,08:44:00,34,606,49,27,20,,,,,,,,,,,,,,,60,702
5509/2,16/01/2018 00:00:00,08:59:00,35,475,31,32,15,,,,,,,,,,,,,,,68,553
5509/2,16/01/2018 00:00:00,09:14:00,36,381,36,20,22,,,,,,,,,,,,,,,68,459
5509/2,16/01/2018 00:00:00,09:29:00,37,356,40,26,12,,,,,,,,,,,,,,,69,434
5509/2,16/01/2018 00:00:00,09:44:00,38,305,34,31,19,,,,,,,,,,,,,,,69,389
5509/2,16/01/2018 00:00:00,09:59:00,39,256,23,23,12,,,,,,,,,,,,,,,69,314
5509/2,16/01/2018 00:00:00,10:14:00,40,256,37,23,28,,,,,,,,,,,,,,,68,344
5509/2,16/01/2018 00:00:00,10:29:00,41,261,24,17,19,,,,,,,,,,,,,,,69,321
5509/2,16/01/2018 00:00:00,10:44:00,42,243,26,19,19,,,,,,,,,,,,,,,70,307
5509/2,16/01/2018 00:00:00,10:59:00,43,207,24,25,16,,,,,,,,,,,,,,,69,272
5509/2,16/01/2018 00:00:00,11:14:00,44,207,28,19,9,,,,,,,,,,,,,,,70,263
5509/2,16/01/2018 00:00:00,11:29:00,45,220,32,18,13,,,,,,,,,,,,,,,69,283
5509/2,16/01/2018 00:00:00,11:44:00,46,213,17,27,17,,,,,,,,,,,,,,,69,274
5509/2,16/01/2018 00:00:00,11:59:00,47,225,31,24,10,,,,,,,,,,,,,,,69,290
5509/2,16/01/2018 00:00:00,12:14:00,48,235,16,22,13,,,,,,,,,,,,,,,68,286
5509/2,16/01/2018 00:00:00,12:29:00,49,217,27,26,19,,,,,,,,,,,,,,,69,289
5509/2,16/01/2018 00:00:00,12:44:00,50,228,21,25,15,,,,,,,,,,,,,,,70,289
5509/2,16/01/2018 00:00:00,12:59:00,51,228,19,31,15,,,,,,,,,,,,,,,69,293
5509/2,16/01/2018 00:00:00,13:14:00,52,248,16,19,18,,,,,,,,,,,,,,,69,301
5509/2,16/01/2018 00:00:00,13:29:00,53,249,22,24,13,,,,,,,,,,,,,,,70,308
5509/2,16/01/2018 00:00:00,13:44:00,54,208,37,19,14,,,,,,,,,,,,,,,68,278
5509/2,16/01/2018 00:00:00,13:59:00,55,234,30,26,16,,,,,,,,,,,,,,,69,306
5509/2,16/01/2018 00:00:00,14:14:00,56,233,28,31,21,,,,,,,,,,,,,,,69,313
5509/2,16/01/2018 00:00:00,14:29:00,57,251,34,33,13,,,,,,,,,,,,,,,69,331
5509/2,16/01/2018 00:00:00,14:44:00,58,251,21,18,7,,,,,,,,,,,,,,,70,297
5509/2,16/01/2018 00:00:00,14:59:00,59,272,25,17,12,,,,,,,,,,,,,,,70,326
5509/2,16/01/2018 00:00:00,15:14:00,60,274,27,15,13,,,,,,,,,,,,,,,70,329
5509/2,16/01/2018 00:00:00,15:29:00,61,290,22,19,12,,,,,,,,,,,,,,,72,343
5509/2,16/01/2018 00:00:00,15:44:00,62,296,30,18,12,,,,,,,,,,,,,,,70,356
5509/2,16/01/2018 00:00:00,15:59:00,63,286,22,12,9,,,,,,,,,,,,,,,70,329
5509/2,16/01/2018 00:00:00,16:14:00,64,284,30,11,6,,,,,,,,,,,,,,,71,331
5509/2,16/01/2018 00:00:00,16:29:00,65,331,30,16,11,,,,,,,,,,,,,,,71,388
5509/2,16/01/2018 00:00:00,16:44:00,66,378,26,8,7,,,,,,,,,,,,,,,70,419
5509/2,16/01/2018 00:00:00,16:59:00,67,329,16,13,12,,,,,,,,,,,,,,,69,370
5509/2,16/01/2018 00:00:00,17:14:00,68,347,14,9,8,,,,,,,,,,,,,,,68,378
5509/2,16/01/2018 00:00:00,17:29:00,69,350,13,10,11,,,,,,,,,,,,,,,68,384
5509/2,16/01/2018 00:00:00,17:44:00,70,318,11,8,9,,,,,,,,,,,,,,,69,346
5509/2,16/01/2018 00:00:00,17:59:00,71,363,11,7,7,,,,,,,,,,,,,,,69,388
5509/2,16/01/2018 00:00:00,18:14:00,72,313,14,4,5,,,,,,,,,,,,,,,69,336
5509/2,16/01/2018 00:00:00,18:29:00,73,284,8,3,4,,,,,,,,,,,,,,,69,299
5509/2,16/01/2018 00:00:00,18:44:00,74,246,11,5,9,,,,,,,,,,,,,,,67,271
5509/2,16/01/2018 00:00:00,18:59:00,75,201,9,4,6,,,,,,,,,,,,,,,68,220
5509/2,16/01/2018 00:00:00,19:14:00,76,197,10,2,3,,,,,,,,,,,,,,,67,212
5509/2,16/01/2018 00:00:00,19:29:00,77,174,11,1,4,,,,,,,,,,,,,,,67,190
5509/2,16/01/2018 00:00:00,19:44:00,78,144,7,2,3,,,,,,,,,,,,,,,69,156
5509/2,16/01/2018 00:00:00,19:59:00,79,130,3,3,6,,,,,,,,,,,,,,,70,142
5509/2,16/01/2018 00:00:00,20:14:00,80,120,9,2,3,,,,,,,,,,,,,,,70,134
5509/2,16/01/2018 00:00:00,20:29:00,81,104,5,1,2,,,,,,,,,,,,,,,69,112
5509/2,16/01/2018 00:00:00,20:44:00,82,88,5,2,1,,,,,,,,,,,,,,,70,96
5509/2,16/01/2018 00:00:00,20:59:00,83,69,4,3,2,,,,,,,,,,,,,,,69,78
5509/2,16/01/2018 00:00:00,21:14:00,84,74,3,3,3,,,,,,,,,,,,,,,68,83
5509/2,16/01/2018 00:00:00,21:29:00,85,95,7,2,6,,,,,,,,,,,,,,,70,110
5509/2,16/01/2018 00:00:00,21:44:00,86,74,2,3,6,,,,,,,,,,,,,,,70,85
5509/2,16/01/2018 00:00:00,21:59:00,87,83,3,1,1,,,,,,,,,,,,,,,70,88
5509/2,16/01/2018 00:00:00,22:14:00,88,76,6,1,0,,,,,,,,,,,,,,,70,83
5509/2,16/01/2018 00:00:00,22:29:00,89,80,9,9,4,,,,,,,,,,,,,,,68,102
5509/2,16/01/2018 00:00:00,22:44:00,90,62,2,3,2,,,,,,,,,,,,,,,70,69
5509/2,16/01/2018 00:00:00,22:59:00,91,31,3,2,5,,,,,,,,,,,,,,,69,41
5509/2,16/01/2018 00:00:00,23:14:00,92,24,4,3,5,,,,,,,,,,,,,,,67,36
5509/2,16/01/2018 00:00:00,23:29:00,93,32,0,0,8,,,,,,,,,,,,,,,66,40
5509/2,16/01/2018 00:00:00,23:44:00,94,19,2,1,5,,,,,,,,,,,,,,,66,27
5509/2,16/01/2018 00:00:00,23:59:00,95,10,2,2,2,,,,,,,,,,,,,,,65,16
5509/2,17/01/2018 00:00:00,00:14:00,0,15,1,0,0,,,,,,,,,,,,,,,70,16
5509/2,17/01/2018 00:00:00,00:29:00,1,4,2,4,0,,,,,,,,,,,,,,,63,10
5509/2,17/01/2018 00:00:00,00:44:00,2,7,1,1,1,,,,,,,,,,,,,,,72,10
5509/2,17/01/2018 00:00:00,00:59:00,3,6,1,2,1,,,,,,,,,,,,,,,67,10
5509/2,17/01/2018 00:00:00,01:14:00,4,6,1,0,1,,,,,,,,,,,,,,,65,8
5509/2,17/01/2018 00:00:00,01:29:00,5,3,1,1,1,,,,,,,,,,,,,,,62,6
5509/2,17/01/2018 00:00:00,01:44:00,6,12,1,0,0,,,,,,,,,,,,,,,75,13
5509/2,17/01/2018 00:00:00,01:59:00,7,11,2,2,0,,,,,,,,,,,,,,,71,15
5509/2,17/01/2018 00:00:00,02:14:00,8,11,1,2,1,,,,,,,,,,,,,,,67,15
5509/2,17/01/2018 00:00:00,02:29:00,9,6,5,3,2,,,,,,,,,,,,,,,67,16
5509/2,17/01/2018 00:00:00,02:44:00,10,5,2,3,2,,,,,,,,,,,,,,,65,12
5509/2,17/01/2018 00:00:00,02:59:00,11,7,4,1,1,,,,,,,,,,,,,,,66,13
5509/2,17/01/2018 00:00:00,03:14:00,12,11,0,3,0,,,,,,,,,,,,,,,67,14
5509/2,17/01/2018 00:00:00,03:29:00,13,8,1,0,2,,,,,,,,,,,,,,,65,11
5509/2,17/01/2018 00:00:00,03:44:00,14,10,1,1,1,,,,,,,,,,,,,,,71,13
5509/2,17/01/2018 00:00:00,03:59:00,15,15,2,2,2,,,,,,,,,,,,,,,67,21
5509/2,17/01/2018 00:00:00,04:14:00,16,27,3,0,2,,,,,,,,,,,,,,,68,32
5509/2,17/01/2018 00:00:00,04:29:00,17,23,3,2,7,,,,,,,,,,,,,,,69,35
5509/2,17/01/2018 00:00:00,04:44:00,18,45,6,3,10,,,,,,,,,,,,,,,68,64
5509/2,17/01/2018 00:00:00,04:59:00,19,78,4,6,3,,,,,,,,,,,,,,,71,91
5509/2,17/01/2018 00:00:00,05:14:00,20,121,9,4,11,,,,,,,,,,,,,,,70,145
5509/2,17/01/2018 00:00:00,05:29:00,21,169,23,7,7,,,,,,,,,,,,,,,72,206
5509/2,17/01/2018 00:00:00,05:44:00,22,300,60,10,7,,,,,,,,,,,,,,,71,377
5509/2,17/01/2018 00:00:00,05:59:00,23,400,56,11,4,,,,,,,,,,,,,,,72,471
5509/2,17/01/2018 00:00:00,06:14:00,24,447,68,8,5,,,,,,,,,,,,,,,70,528
5509/2,17/01/2018 00:00:00,06:29:00,25,603,98,30,10,,,,,,,,,,,,,,,65,741
5509/2,17/01/2018 00:00:00,06:44:00,26,701,85,30,18,,,,,,,,,,,,,,,60,834
5509/2,17/01/2018 00:00:00,06:59:00,27,769,94,22,11,,,,,,,,,,,,,,,60,896
5509/2,17/01/2018 00:00:00,07:14:00,28,775,55,24,12,,,,,,,,,,,,,,,62,866
5509/2,17/01/2018 00:00:00,07:29:00,29,794,71,38,11,,,,,,,,,,,,,,,58,914
5509/2,17/01/2018 00:00:00,07:44:00,30,769,55,25,11,,,,,,,,,,,,,,,60,860
5509/2,17/01/2018 00:00:00,07:59:00,31,677,51,23,8,,,,,,,,,,,,,,,64,759
5509/2,17/01/2018 00:00:00,08:14:00,32,661,50,32,11,,,,,,,,,,,,,,,65,754
5509/2,17/01/2018 00:00:00,08:29:00,33,604,45,19,24,,,,,,,,,,,,,,,65,692
5509/2,17/01/2018 00:00:00,08:44:00,34,553,53,25,16,,,,,,,,,,,,,,,66,647
5509/2,17/01/2018 00:00:00,08:59:00,35,490,35,24,18,,,,,,,,,,,,,,,68,567
5509/2,17/01/2018 00:00:00,09:14:00,36,377,34,32,20,,,,,,,,,,,,,,,68,463
5509/2,17/01/2018 00:00:00,09:29:00,37,367,37,32,18,,,,,,,,,,,,,,,65,454
5509/2,17/01/2018 00:00:00,09:44:00,38,330,40,27,20,,,,,,,,,,,,,,,68,417
5509/2,17/01/2018 00:00:00,09:59:00,39,276,30,31,14,,,,,,,,,,,,,,,69,351
5509/2,17/01/2018 00:00:00,10:14:00,40,286,30,29,20,,,,,,,,,,,,,,,68,365
5509/2,17/01/2018 00:00:00,10:29:00,41,237,21,26,15,,,,,,,,,,,,,,,69,299
5509/2,17/01/2018 00:00:00,10:44:00,42,235,30,22,13,,,,,,,,,,,,,,,69,300
5509/2,17/01/2018 00:00:00,10:59:00,43,226,27,23,14,,,,,,,,,,,,,,,69,290
5509/2,17/01/2018 00:00:00,11:14:00,44,243,17,18,20,,,,,,,,,,,,,,,69,298
5509/2,17/01/2018 00:00:00,11:29:00,45,204,28,12,23,,,,,,,,,,,,,,,70,267
5509/2,17/01/2018 00:00:00,11:44:00,46,231,26,17,22,,,,,,,,,,,,,,,68,296
5509/2,17/01/2018 00:00:00,11:59:00,47,233,19,19,17,,,,,,,,,,,,,,,70,288
5509/2,17/01/2018 00:00:00,12:14:00,48,248,25,25,15,,,,,,,,,,,,,,,70,313
5509/2,17/01/2018 00:00:00,12:29:00,49,222,16,13,18,,,,,,,,,,,,,,,69,269
5509/2,17/01/2018 00:00:00,12:44:00,50,270,16,26,12,,,,,,,,,,,,,,,69,324
5509/2,17/01/2018 00:00:00,12:59:00,51,252,24,26,11,,,,,,,,,,,,,,,70,313
5509/2,17/01/2018 00:00:00,13:14:00,52,232,22,20,22,,,,,,,,,,,,,,,68,296
5509/2,17/01/2018 00:00:00,13:29:00,53,244,27,24,12,,,,,,,,,,,,,,,69,307
5509/2,17/01/2018 00:00:00,13:44:00,54,223,28,25,13,,,,,,,,,,,,,,,69,289
5509/2,17/01/2018 00:00:00,13:59:00,55,255,17,21,11,,,,,,,,,,,,,,,67,304
5509/2,17/01/2018 00:00:00,14:14:00,56,302,23,30,14,,,,,,,,,,,,,,,67,369
5509/2,17/01/2018 00:00:00,14:29:00,57,266,21,28,15,,,,,,,,,,,,,,,70,330
5509/2,17/01/2018 00:00:00,14:44:00,58,276,34,31,7,,,,,,,,,,,,,,,70,348
5509/2,17/01/2018 00:00:00,14:59:00,59,293,22,21,7,,,,,,,,,,,,,,,70,343
5509/2,17/01/2018 00:00:00,15:14:00,60,324,22,19,8,,,,,,,,,,,,,,,70,373
5509/2,17/01/2018 00:00:00,15:29:00,61,260,26,16,7,,,,,,,,,,,,,,,71,309
5509/2,17/01/2018 00:00:00,15:44:00,62,316,24,21,15,,,,,,,,,,,,,,,71,376
5509/2,17/01/2018 00:00:00,15:59:00,63,318,23,13,15,,,,,,,,,,,,,,,71,369
5509/2,17/01/2018 00:00:00,16:14:00,64,326,29,14,9,,,,,,,,,,,,,,,70,378
5509/2,17/01/2018 00:00:00,16:29:00,65,322,22,6,6,,,,,,,,,,,,,,,70,356
5509/2,17/01/2018 00:00:00,16:44:00,66,368,24,9,9,,,,,,,,,,,,,,,70,410
5509/2,17/01/2018 00:00:00,16:59:00,67,371,24,11,7,,,,,,,,,,,,,,,70,413
5509/2,17/01/2018 00:00:00,17:14:00,68,370,15,9,8,,,,,,,,,,,,,,,69,402
5509/2,17/01/2018 00:00:00,17:29:00,69,331,17,13,8,,,,,,,,,,,,,,,70,369
5509/2,17/01/2018 00:00:00,17:44:00,70,324,14,7,8,,,,,,,,,,,,,,,69,353
5509/2,17/01/2018 00:00:00,17:59:00,71,351,10,8,4,,,,,,,,,,,,,,,69,373
5509/2,17/01/2018 00:00:00,18:14:00,72,301,14,4,8,,,,,,,,,,,,,,,70,327
5509/2,17/01/2018 00:00:00,18:29:00,73,303,7,6,6,,,,,,,,,,,,,,,70,322
5509/2,17/01/2018 00:00:00,18:44:00,74,262,4,3,2,,,,,,,,,,,,,,,71,271
5509/2,17/01/2018 00:00:00,18:59:00,75,203,9,4,3,,,,,,,,,,,,,,,69,219
5509/2,17/01/2018 00:00:00,19:14:00,76,208,5,3,4,,,,,,,,,,,,,,,71,220
5509/2,17/01/2018 00:00:00,19:29:00,77,178,10,1,4,,,,,,,,,,,,,,,71,193
5509/2,17/01/2018 00:00:00,19:44:00,78,117,7,4,1,,,,,,,,,,,,,,,71,129
5509/2,17/01/2018 00:00:00,19:59:00,79,127,7,0,6,,,,,,,,,,,,,,,70,140
5509/2,17/01/2018 00:00:00,20:14:00,80,121,6,1,6,,,,,,,,,,,,,,,71,134
5509/2,17/01/2018 00:00:00,20:29:00,81,120,7,1,2,,,,,,,,,,,,,,,71,130
5509/2,17/01/2018 00:00:00,20:44:00,82,110,5,4,2,,,,,,,,,,,,,,,71,121
5509/2,17/01/2018 00:00:00,20:59:00,83,86,4,2,3,,,,,,,,,,,,,,,69,95
5509/2,17/01/2018 00:00:00,21:14:00,84,85,3,1,5,,,,,,,,,,,,,,,70,94
5509/2,17/01/2018 00:00:00,21:29:00,85,92,1,5,3,,,,,,,,,,,,,,,68,101
5509/2,17/01/2018 00:00:00,21:44:00,86,79,5,3,2,,,,,,,,,,,,,,,69,89
5509/2,17/01/2018 00:00:00,21:59:00,87,83,5,1,1,,,,,,,,,,,,,,,70,90
5509/2,17/01/2018 00:00:00,22:14:00,88,78,4,2,0,,,,,,,,,,,,,,,70,84
5509/2,17/01/2018 00:00:00,22:29:00,89,92,10,14,5,,,,,,,,,,,,,,,68,121
5509/2,17/01/2018 00:00:00,22:44:00,90,67,2,1,4,,,,,,,,,,,,,,,68,74
5509/2,17/01/2018 00:00:00,22:59:00,91,56,6,2,2,,,,,,,,,,,,,,,66,66
5509/2,17/01/2018 00:00:00,23:14:00,92,35,5,3,6,,,,,,,,,,,,,,,62,49
5509/2,17/01/2018 00:00:00,23:29:00,93,32,2,2,7,,,,,,,,,,,,,,,63,43
5509/2,17/01/2018 00:00:00,23:44:00,94,24,2,1,3,,,,,,,,,,,,,,,64,30
5509/2,17/01/2018 00:00:00,23:59:00,95,15,2,0,0,,,,,,,,,,,,,,,66,17
5509/2,18/01/2018 00:00:00,00:14:00,0,12,1,3,0,,,,,,,,,,,,,,,67,16
5509/2,18/01/2018 00:00:00,00:29:00,1,4,4,3,2,,,,,,,,,,,,,,,62,13
5509/2,18/01/2018 00:00:00,00:44:00,2,11,1,1,1,,,,,,,,,,,,,,,69,14
5509/2,18/01/2018 00:00:00,00:59:00,3,10,1,0,2,,,,,,,,,,,,,,,69,13
5509/2,18/01/2018 00:00:00,01:14:00,4,11,0,1,1,,,,,,,,,,,,,,,69,13
5509/2,18/01/2018 00:00:00,01:29:00,5,9,0,0,0,,,,,,,,,,,,,,,74,9
5509/2,18/01/2018 00:00:00,01:44:00,6,4,1,1,0,,,,,,,,,,,,,,,68,6
5509/2,18/01/2018 00:00:00,01:59:00,7,12,3,0,1,,,,,,,,,,,,,,,64,16
5509/2,18/01/2018 00:00:00,02:14:00,8,16,2,4,4,,,,,,,,,,,,,,,64,26
5509/2,18/01/2018 00:00:00,02:29:00,9,2,0,1,2,,,,,,,,,,,,,,,56,5
5509/2,18/01/2018 00:00:00,02:44:00,10,7,3,2,0,,,,,,,,,,,,,,,67,12
5509/2,18/01/2018 00:00:00,02:59:00,11,16,2,3,1,,,,,,,,,,,,,,,64,22
5509/2,18/01/2018 00:00:00,03:14:00,12,11,3,0,0,,,,,,,,,,,,,,,69,14
5509/2,18/01/2018 00:00:00,03:29:00,13,15,2,2,2,,,,,,,,,,,,,,,68,21
5509/2,18/01/2018 00:00:00,03:44:00,14,12,1,1,3,,,,,,,,,,,,,,,68,17
5509/2,18/01/2018 00:00:00,03:59:00,15,24,2,2,2,,,,,,,,,,,,,,,67,30
5509/2,18/01/2018 00:00:00,04:14:00,16,17,6,2,5,,,,,,,,,,,,,,,66,30
5509/2,18/01/2018 00:00:00,04:29:00,17,23,6,4,3,,,,,,,,,,,,,,,70,36
5509/2,18/01/2018 00:00:00,04:44:00,18,55,3,5,3,,,,,,,,,,,,,,,70,66
5509/2,18/01/2018 00:00:00,04:59:00,19,63,11,3,3,,,,,,,,,,,,,,,70,80
5509/2,18/01/2018 00:00:00,05:14:00,20,117,16,6,8,,,,,,,,,,,,,,,70,147
5509/2,18/01/2018 00:00:00,05:29:00,21,186,27,10,8,,,,,,,,,,,,,,,71,231
5509/2,18/01/2018 00:00:00,05:44:00,22,259,52,7,10,,,,,,,,,,,,,,,72,328
5509/2,18/01/2018 00:00:00,05:59:00,23,387,54,8,11,,,,,,,,,,,,,,,70,460
5509/2,18/01/2018 00:00:00,06:14:00,24,494,70,12,7,,,,,,,,,,,,,,,69,583
5509/2,18/01/2018 00:00:00,06:29:00,25,577,94,24,10,,,,,,,,,,,,,,,66,705
5509/2,18/01/2018 00:00:00,06:44:00,26,713,91,44,8,,,,,,,,,,,,,,,64,856
5509/2,18/01/2018 00:00:00,06:59:00,27,746,90,23,8,,,,,,,,,,,,,,,63,867
5509/2,18/01/2018 00:00:00,07:14:00,28,789,64,25,7,,,,,,,,,,,,,,,61,885
5509/2,18/01/2018 00:00:00,07:29:00,29,735,72,37,11,,,,,,,,,,,,,,,58,855
5509/2,18/01/2018 00:00:00,07:44:00,30,755,49,20,12,,,,,,,,,,,,,,,58,836
5509/2,18/01/2018 00:00:00,07:59:00,31,710,59,25,12,,,,,,,,,,,,,,,64,806
5509/2,18/01/2018 00:00:00,08:14:00,32,660,52,22,21,,,,,,,,,,,,,,,62,755
5509/2,18/01/2018 00:00:00,08:29:00,33,644,53,25,21,,,,,,,,,,,,,,,56,743
5509/2,18/01/2018 00:00:00,08:44:00,34,583,48,24,15,,,,,,,,,,,,,,,66,670
5509/2,18/01/2018 00:00:00,08:59:00,35,468,43,23,12,,,,,,,,,,,,,,,68,546
5509/2,18/01/2018 00:00:00,09:14:00,36,414,42,15,17,,,,,,,,,,,,,,,68,488
5509/2,18/01/2018 00:00:00,09:29:00,37,351,28,28,20,,,,,,,,,,,,,,,69,427
5509/2,18/01/2018 00:00:00,09:44:00,38,325,34,20,13,,,,,,,,,,,,,,,69,392
5509/2,18/01/2018 00:00:00,09:59:00,39,290,29,37,13,,,,,,,,,,,,,,,68,369
5509/2,18/01/2018 00:00:00,10:14:00,40,268,32,24,21,,,,,,,,,,,,,,,69,345
5509/2,18/01/2018 00:00:00,10:29:00,41,279,31,21,21,,,,,,,,,,,,,,,68,352
5509/2,18/01/2018 00:00:00,10:44:00,42,218,23,9,8,,,,,,,,,,,,,,,70,258
5509/2,18/01/2018 00:00:00,10:59:00,43,287,31,29,16,,,,,,,,,,,,,,,68,363
5509/2,18/01/2018 00:00:00,11:14:00,44,223,27,13,14,,,,,,,,,,,,,,,70,277
5509/2,18/01/2018 00:00:00,11:29:00,45,230,18,19,20,,,,,,,,,,,,,,,69,287
5509/2,18/01/2018 00:00:00,11:44:00,46,233,24,20,18,,,,,,,,,,,,,,,70,295
5509/2,18/01/2018 00:00:00,11:59:00,47,248,22,22,10,,,,,,,,,,,,,,,70,302
5509/2,18/01/2018 00:00:00,12:14:00,48,236,25,17,18,,,,,,,,,,,,,,,70,296
5509/2,18/01/2018 00:00:00,12:29:00,49,263,20,21,22,,,,,,,,,,,,,,,69,326
5509/2,18/01/2018 00:00:00,12:44:00,50,242,27,19,18,,,,,,,,,,,,,,,70,306
5509/2,18/01/2018 00:00:00,12:59:00,51,268,23,28,12,,,,,,,,,,,,,,,69,331
5509/2,18/01/2018 00:00:00,13:14:00,52,239,26,25,11,,,,,,,,,,,,,,,70,301
5509/2,18/01/2018 00:00:00,13:29:00,53,292,29,31,12,,,,,,,,,,,,,,,68,364
5509/2,18/01/2018 00:00:00,13:44:00,54,245,21,22,11,,,,,,,,,,,,,,,69,299
5509/2,18/01/2018 00:00:00,13:59:00,55,273,31,18,5,,,,,,,,,,,,,,,70,327
5509/2,18/01/2018 00:00:00,14:14:00,56,308,25,23,13,,,,,,,,,,,,,,,69,369
5509/2,18/01/2018 00:00:00,14:29:00,57,287,37,29,17,,,,,,,,,,,,,,,70,370
5509/2,18/01/2018 00:00:00,14:44:00,58,286,25,21,10,,,,,,,,,,,,,,,69,342
5509/2,18/01/2018 00:00:00,14:59:00,59,274,32,17,7,,,,,,,,,,,,,,,71,330
5509/2,18/01/2018 00:00:00,15:14:00,60,288,15,14,12,,,,,,,,,,,,,,,70,329
5509/2,18/01/2018 00:00:00,15:29:00,61,301,22,14,8,,,,,,,,,,,,,,,71,345
5509/2,18/01/2018 00:00:00,15:44:00,62,258,32,12,10,,,,,,,,,,,,,,,71,312
5509/2,18/01/2018 00:00:00,15:59:00,63,322,19,17,16,,,,,,,,,,,,,,,70,374
5509/2,18/01/2018 00:00:00,16:14:00,64,326,24,7,15,,,,,,,,,,,,,,,71,372
5509/2,18/01/2018 00:00:00,16:29:00,65,342,24,11,11,,,,,,,,,,,,,,,71,388
5509/2,18/01/2018 00:00:00,16:44:00,66,336,19,11,16,,,,,,,,,,,,,,,71,382
5509/2,18/01/2018 00:00:00,16:59:00,67,360,19,14,7,,,,,,,,,,,,,,,70,400
5509/2,18/01/2018 00:00:00,17:14:00,68,346,17,9,7,,,,,,,,,,,,,,,71,379
5509/2,18/01/2018 00:00:00,17:29:00,69,360,18,8,11,,,,,,,,,,,,,,,67,397
5509/2,18/01/2018 00:00:00,17:44:00,70,365,16,3,7,,,,,,,,,,,,,,,69,391
5509/2,18/01/2018 00:00:00,17:59:00,71,376,13,7,6,,,,,,,,,,,,,,,69,402
5509/2,18/01/2018 00:00:00,18:14:00,72,352,16,8,8,,,,,,,,,,,,,,,68,384
5509/2,18/01/2018 00:00:00,18:29:00,73,285,11,3,1,,,,,,,,,,,,,,,70,300
5509/2,18/01/2018 00:00:00,18:44:00,74,295,7,3,11,,,,,,,,,,,,,,,70,316
5509/2,18/01/2018 00:00:00,18:59:00,75,267,4,7,5,,,,,,,,,,,,,,,70,283
5509/2,18/01/2018 00:00:00,19:14:00,76,209,11,4,8,,,,,,,,,,,,,,,71,232
5509/2,18/01/2018 00:00:00,19:29:00,77,172,3,2,7,,,,,,,,,,,,,,,69,184
5509/2,18/01/2018 00:00:00,19:44:00,78,176,10,3,4,,,,,,,,,,,,,,,72,193
5509/2,18/01/2018 00:00:00,19:59:00,79,143,4,1,5,,,,,,,,,,,,,,,70,153
5509/2,18/01/2018 00:00:00,20:14:00,80,110,10,4,3,,,,,,,,,,,,,,,69,127
5509/2,18/01/2018 00:00:00,20:29:00,81,93,5,5,3,,,,,,,,,,,,,,,69,106
5509/2,18/01/2018 00:00:00,20:44:00,82,99,6,4,0,,,,,,,,,,,,,,,70,109
5509/2,18/01/2018 00:00:00,20:59:00,83,85,6,3,1,,,,,,,,,,,,,,,69,95
5509/2,18/01/2018 00:00:00,21:14:00,84,86,2,7,5,,,,,,,,,,,,,,,68,100
5509/2,18/01/2018 00:00:00,21:29:00,85,90,3,1,3,,,,,,,,,,,,,,,70,97
5509/2,18/01/2018 00:00:00,21:44:00,86,88,3,3,5,,,,,,,,,,,,,,,70,99
5509/2,18/01/2018 00:00:00,21:59:00,87,88,2,1,2,,,,,,,,,,,,,,,70,93
5509/2,18/01/2018 00:00:00,22:14:00,88,72,8,1,1,,,,,,,,,,,,,,,71,82
5509/2,18/01/2018 00:00:00,22:29:00,89,83,11,9,6,,,,,,,,,,,,,,,69,109
5509/2,18/01/2018 00:00:00,22:44:00,90,56,6,2,9,,,,,,,,,,,,,,,69,73
5509/2,18/01/2018 00:00:00,22:59:00,91,47,1,3,6,,,,,,,,,,,,,,,71,57
5509/2,18/01/2018 00:00:00,23:14:00,92,45,5,0,7,,,,,,,,,,,,,,,69,57
5509/2,18/01/2018 00:00:00,23:29:00,93,33,4,1,6,,,,,,,,,,,,,,,68,44
5509/2,18/01/2018 00:00:00,23:44:00,94,36,1,2,1,,,,,,,,,,,,,,,70,40
5509/2,18/01/2018 00:00:00,23:59:00,95,17,1,2,3,,,,,,,,,,,,,,,70,23
5509/2,19/01/2018 00:00:00,00:14:00,0,16,4,0,2,,,,,,,,,,,,,,,69,22
5509/2,19/01/2018 00:00:00,00:29:00,1,12,0,1,0,,,,,,,,,,,,,,,67,13
5509/2,19/01/2018 00:00:00,00:44:00,2,9,1,1,4,,,,,,,,,,,,,,,64,15
5509/2,19/01/2018 00:00:00,00:59:00,3,8,2,0,5,,,,,,,,,,,,,,,65,15
