TMU ID, Legacy TMU ID, Site Name
C6E971CACBD1789BE0433CC411ACCCEA,30012772,TMU Site 5509/2 on link A3 northbound within the B2070 junction; GPS Ref: 472818;121004; Northbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2018-01-27,10:29:00,5,379,354,13,5,7,116.42,15,103028901,7
2018-01-27,10:44:00,5,368,342,15,6,5,113.86,15,103028901,7
2018-01-27,10:59:00,5,353,328,17,7,1,115.97,15,103028901,7
2018-01-27,11:14:00,5,418,399,12,5,2,113.77,15,103028901,7
2018-01-27,11:29:00,5,390,366,13,5,6,115.57,15,103028901,7
2018-01-27,11:44:00,5,386,353,12,15,6,115.62,15,103028901,7
2018-01-27,11:59:00,5,394,373,12,8,1,118.88,15,103028901,7
2018-01-27,12:14:00,5,348,327,13,6,2,119.13,15,103028901,7
2018-01-27,12:29:00,5,370,342,14,10,4,115.77,15,103028901,7
2018-01-27,12:44:00,5,359,341,9,7,2,120.07,15,103028901,7
2018-01-27,12:59:00,5,317,299,10,7,1,119.49,15,103028901,7
2018-01-27,13:14:00,5,345,325,11,6,3,116.52,15,103028901,7
2018-01-27,13:29:00,5,343,330,8,2,3,116.66,15,103028901,7
2018-01-27,13:44:00,5,344,321,12,9,2,114.43,15,103028901,7
2018-01-27,13:59:00,5,327,302,12,10,3,112.32,15,103028901,7
2018-01-27,14:14:00,5,327,305,8,6,8,111.23,15,103028901,7
2018-01-27,14:29:00,5,375,359,9,4,3,111.59,15,103028901,7
2018-01-27,14:44:00,5,315,302,10,2,1,111.23,15,103028901,7
2018-01-27,14:59:00,5,333,321,5,3,4,112.88,15,103028901,7
2018-01-27,15:14:00,5,312,302,8,1,1,112.06,15,103028901,7
2018-01-27,15:29:00,5,371,350,14,4,3,112.33,15,103028901,7
2018-01-27,15:44:00,5,368,348,12,6,2,110.61,15,103028901,7
2018-01-27,15:59:00,5,342,326,9,6,1,111.55,15,103028901,7
2018-01-27,16:14:00,5,347,324,15,6,2,111.32,15,103028901,7
2018-01-27,16:29:00,5,370,359,8,2,1,111.00,15,103028901,7
2018-01-27,16:44:00,5,399,379,11,6,3,111.39,15,103028901,7
2018-01-27,16:59:00,5,372,350,14,2,6,109.79,15,103028901,7
2018-01-27,17:14:00,5,358,342,9,2,5,110.72,15,103028901,7
2018-01-27,17:29:00,5,396,382,10,1,3,111.06,15,103028901,7
2018-01-27,17:44:00,5,454,429,18,4,3,108.99,15,103028901,7
2018-01-27,17:59:00,5,393,381,6,4,2,111.47,15,103028901,7
2018-01-27,18:14:00,5,370,360,4,3,3,110.94,15,103028901,7
2018-01-27,18:29:00,5,347,333,9,3,2,111.85,15,103028901,7
2018-01-27,18:44:00,5,295,286,5,1,3,113.76,15,103028901,7
2018-01-27,18:59:00,5,267,253,7,2,5,114.32,15,103028901,7
2018-01-27,19:14:00,5,225,212,8,0,5,114.30,15,103028901,7
2018-01-27,19:29:00,5,182,174,2,3,3,113.63,15,103028901,7
2018-01-27,19:44:00,5,205,192,6,3,4,115.09,15,103028901,7
2018-01-27,19:59:00,5,179,173,2,2,2,114.62,15,103028901,7
2018-01-27,20:14:00,5,162,157,0,2,3,114.98,15,103028901,7
2018-01-27,20:29:00,5,140,134,0,4,2,116.46,15,103028901,7
2018-01-27,20:44:00,5,121,115,3,1,2,114.23,15,103028901,7
2018-01-27,20:59:00,5,116,112,2,0,2,113.16,15,103028901,7
2018-01-27,21:14:00,5,77,72,3,1,1,112.62,15,103028901,7
2018-01-27,21:29:00,5,112,107,4,0,1,113.86,15,103028901,7
2018-01-27,21:44:00,5,90,85,1,2,2,112.14,15,103028901,7
2018-01-27,21:59:00,5,88,82,3,1,2,113.85,15,103028901,7
2018-01-27,22:14:00,5,95,88,4,0,3,113.90,15,103028901,7
2018-01-27,22:29:00,5,111,108,2,1,0,113.48,15,103028901,7
2018-01-27,22:44:00,5,89,86,2,0,1,115.13,15,103028901,7
2018-01-27,22:59:00,5,95,90,3,1,1,113.95,15,103028901,7
2018-01-27,23:14:00,5,68,64,1,0,3,113.31,15,103028901,7
2018-01-27,23:29:00,5,62,56,1,0,5,112.41,15,103028901,7
2018-01-27,23:44:00,5,51,43,4,1,3,104.98,15,103028901,7
2018-01-27,23:59:00,5,63,57,5,1,0,112.27,15,103028901,7
2018-01-28,00:14:00,6,56,49,4,2,1,115.17,15,103028901,7
2018-01-28,00:29:00,6,44,41,1,1,1,115.41,15,103028901,7
2018-01-28,00:44:00,6,33,30,1,2,0,110.67,15,103028901,7
2018-01-28,00:59:00,6,35,31,1,1,2,116.38,15,103028901,7
2018-01-28,01:14:00,6,19,18,1,0,0,119.98,15,103028901,7
2018-01-28,01:29:00,6,17,16,0,0,1,116.86,15,103028901,7
2018-01-28,01:44:00,6,19,14,4,1,0,116.25,15,103028901,7
2018-01-28,01:59:00,6,12,10,1,0,1,111.25,15,103028901,7
2018-01-28,02:14:00,6,23,22,1,0,0,121.18,15,103028901,7
2018-01-28,02:29:00,6,22,19,2,0,1,115.17,15,103028901,7
2018-01-28,02:44:00,6,14,11,1,0,2,117.39,15,103028901,7
2018-01-28,02:59:00,6,19,17,0,1,1,117.86,15,103028901,7
2018-01-28,03:14:00,6,26,24,1,1,0,119.28,15,103028901,7
2018-01-28,03:29:00,6,18,16,1,0,1,114.49,15,103028901,7
2018-01-28,03:44:00,6,21,19,0,1,1,116.85,15,103028901,7
2018-01-28,03:59:00,6,34,30,0,1,3,116.79,15,103028901,7
2018-01-28,04:14:00,6,17,16,0,1,0,111.63,15,103028901,7
2018-01-28,04:29:00,6,27,23,3,0,1,114.15,15,103028901,7
2018-01-28,04:44:00,6,27,24,3,0,0,119.52,15,103028901,7
2018-01-28,04:59:00,6,34,31,2,0,1,116.01,15,103028901,7
2018-01-28,05:14:00,6,41,35,1,0,5,110.49,15,103028901,7
2018-01-28,05:29:00,6,41,37,0,2,2,113.36,15,103028901,7
2018-01-28,05:44:00,6,65,55,4,2,4,112.05,15,103028901,7
2018-01-28,05:59:00,6,71,55,5,2,9,111.62,15,103028901,7
2018-01-28,06:14:00,6,78,63,8,2,5,114.10,15,103028901,7
2018-01-28,06:29:00,6,88,72,8,3,5,113.64,15,103028901,7
2018-01-28,06:44:00,6,84,71,9,1,3,115.12,15,103028901,7
2018-01-28,06:59:00,6,99,84,5,6,4,112.92,15,103028901,7
2018-01-28,07:14:00,6,110,96,8,2,4,115.12,15,103028901,7
2018-01-28,07:29:00,6,159,134,15,3,7,114.03,15,103028901,7
2018-01-28,07:44:00,6,135,119,6,6,4,115.40,15,103028901,7
2018-01-28,07:59:00,6,146,122,13,6,5,116.73,15,103028901,7
2018-01-28,08:14:00,6,162,147,6,3,6,119.41,15,103028901,7
2018-01-28,08:29:00,6,157,139,7,6,5,117.89,15,103028901,7
2018-01-28,08:44:00,6,212,186,15,3,8,117.98,15,103028901,7
2018-01-28,08:59:00,6,197,177,10,5,5,117.69,15,103028901,7
2018-01-28,09:14:00,6,223,210,7,3,3,118.69,15,103028901,7
2018-01-28,09:29:00,6,265,243,14,0,8,117.08,15,103028901,7
2018-01-28,09:44:00,6,302,281,15,2,4,118.04,15,103028901,7
2018-01-28,09:59:00,6,319,302,7,6,4,118.04,15,103028901,7
2018-01-28,10:14:00,6,307,287,14,3,3,119.04,15,103028901,7
2018-01-28,10:29:00,6,352,336,7,4,5,116.79,15,103028901,7
2018-01-28,10:44:00,6,357,332,15,5,5,117.13,15,103028901,7
2018-01-28,10:59:00,6,389,371,14,1,3,119.47,15,103028901,7
2018-01-28,11:14:00,6,374,356,13,2,3,117.07,15,103028901,7
2018-01-28,11:29:00,6,405,388,9,5,3,116.96,15,103028901,7
2018-01-28,11:44:00,6,383,362,11,5,5,117.36,15,103028901,7
2018-01-28,11:59:00,6,383,367,12,3,1,118.01,15,103028901,7
2018-01-28,12:14:00,6,392,373,9,6,4,116.10,15,103028901,7
2018-01-28,12:29:00,6,407,384,8,10,5,116.71,15,103028901,7
2018-01-28,12:44:00,6,400,387,7,3,3,117.67,15,103028901,7
2018-01-28,12:59:00,6,362,338,10,10,4,117.01,15,103028901,7
2018-01-28,13:14:00,6,344,329,10,3,2,118.12,15,103028901,7
2018-01-28,13:29:00,6,377,348,13,10,6,116.22,15,103028901,7
2018-01-28,13:44:00,6,409,392,9,6,2,117.35,15,103028901,7
2018-01-28,13:59:00,6,403,388,9,4,2,117.78,15,103028901,7
2018-01-28,14:14:00,6,395,378,11,2,4,119.18,15,103028901,7
2018-01-28,14:29:00,6,378,365,6,3,4,117.29,15,103028901,7
2018-01-28,14:44:00,6,420,399,18,3,0,117.98,15,103028901,7
2018-01-28,14:59:00,6,404,396,8,0,0,118.00,15,103028901,7
2018-01-28,15:14:00,6,514,493,14,4,3,116.80,15,103028901,7
2018-01-28,15:29:00,6,449,431,12,3,3,116.94,15,103028901,7
2018-01-28,15:44:00,6,515,490,16,5,4,118.20,15,103028901,7
2018-01-28,15:59:00,6,530,511,14,4,1,116.24,15,103028901,7
2018-01-28,16:14:00,6,523,513,5,3,2,115.46,15,103028901,7
2018-01-28,16:29:00,6,502,480,11,5,6,116.17,15,103028901,7
2018-01-28,16:44:00,6,547,534,7,3,3,115.55,15,103028901,7
2018-01-28,16:59:00,6,519,494,14,7,4,114.94,15,103028901,7
2018-01-28,17:14:00,6,498,480,12,5,1,111.25,15,103028901,7
2018-01-28,17:29:00,6,455,438,7,6,4,110.79,15,103028901,7
2018-01-28,17:44:00,6,429,410,13,6,0,112.22,15,103028901,7
2018-01-28,17:59:00,6,472,448,13,5,6,110.30,15,103028901,7
2018-01-28,18:14:00,6,370,360,6,3,1,113.68,15,103028901,7
2018-01-28,18:29:00,6,407,397,6,3,1,112.73,15,103028901,7
2018-01-28,18:44:00,6,358,340,5,5,8,113.20,15,103028901,7
2018-01-28,18:59:00,6,340,328,9,1,2,114.22,15,103028901,7
2018-01-28,19:14:00,6,317,301,10,1,5,115.64,15,103028901,7
2018-01-28,19:29:00,6,310,297,11,1,1,117.51,15,103028901,7
2018-01-28,19:44:00,6,271,259,5,2,5,116.13,15,103028901,7
2018-01-28,19:59:00,6,237,222,5,3,7,114.03,15,103028901,7
2018-01-28,20:14:00,6,178,167,2,2,7,115.58,15,103028901,7
2018-01-28,20:29:00,6,192,181,5,4,2,114.86,15,103028901,7
2018-01-28,20:44:00,6,137,129,5,0,3,115.84,15,103028901,7
2018-01-28,20:59:00,6,138,128,6,2,2,114.32,15,103028901,7
2018-01-28,21:14:00,6,170,159,5,1,5,116.97,15,103028901,7
2018-01-28,21:29:00,6,125,117,2,0,6,115.42,15,103028901,7
2018-01-28,21:44:00,6,112,105,3,0,4,115.63,15,103028901,7
2018-01-28,21:59:00,6,111,100,6,2,3,114.77,15,103028901,7
2018-01-28,22:14:00,6,81,73,1,1,6,112.12,15,103028901,7
2018-01-28,22:29:00,6,82,59,6,13,4,110.96,15,103028901,7
2018-01-28,22:44:00,6,71,69,0,1,1,115.30,15,103028901,7
2018-01-28,22:59:00,6,40,35,1,2,2,114.95,15,103028901,7
2018-01-28,23:14:00,6,35,33,0,2,0,116.65,15,103028901,7
2018-01-28,23:29:00,6,37,34,2,0,1,114.87,15,103028901,7
2018-01-28,23:44:00,6,38,32,2,1,3,118.17,15,103028901,7
2018-01-28,23:59:00,6,17,14,0,0,3,108.29,15,103028901,7
2018-01-29,00:14:00,0,24,20,2,2,0,109.67,15,103028901,7
2018-01-29,00:29:00,0,19,14,0,1,4,107.63,15,103028901,7
2018-01-29,00:44:00,0,16,12,2,2,0,115.47,15,103028901,7
2018-01-29,00:59:00,0,7,6,1,0,0,116.00,15,103028901,7
2018-01-29,01:14:00,0,13,7,4,0,2,107.04,15,103028901,7
2018-01-29,01:29:00,0,13,10,3,0,0,113.80,15,103028901,7
2018-01-29,01:44:00,0,10,9,0,0,1,116.50,15,103028901,7
2018-01-29,01:59:00,0,10,8,0,1,1,112.06,15,103028901,7
2018-01-29,02:14:00,0,19,16,0,1,2,112.19,15,103028901,7
2018-01-29,02:29:00,0,17,12,1,1,3,113.86,15,103028901,7
2018-01-29,02:44:00,0,16,12,0,2,2,107.94,15,103028901,7
2018-01-29,02:59:00,0,17,12,2,2,1,109.22,15,103028901,7
2018-01-29,03:14:00,0,24,20,2,1,1,116.87,15,103028901,7
2018-01-29,03:29:00,0,12,10,1,0,1,108.46,15,103028901,7
2018-01-29,03:44:00,0,31,25,2,2,2,114.25,15,103028901,7
2018-01-29,03:59:00,0,40,38,1,0,1,112.46,15,103028901,7
2018-01-29,04:14:00,0,52,35,7,2,8,111.02,15,103028901,7
2018-01-29,04:29:00,0,67,53,7,2,5,116.57,15,103028901,7
2018-01-29,04:44:00,0,75,64,2,3,6,114.20,15,103028901,7
2018-01-29,04:59:00,0,106,95,9,1,1,117.00,15,103028901,7
2018-01-29,05:14:00,0,161,144,11,2,4,117.28,15,103028901,7
2018-01-29,05:29:00,0,253,212,27,7,7,118.94,15,103028901,7
2018-01-29,05:44:00,0,418,349,52,9,8,116.43,15,103028901,7
2018-01-29,05:59:00,0,509,430,58,12,9,114.45,15,103028901,7
2018-01-29,06:14:00,0,620,530,68,15,7,111.05,15,103028901,7
2018-01-29,06:29:00,0,733,598,107,21,7,107.83,15,103028901,7
2018-01-29,06:44:00,0,874,747,84,32,11,98.62,15,103028901,7
2018-01-29,06:59:00,0,814,708,72,23,11,99.30,15,103028901,7
2018-01-29,07:14:00,0,873,772,68,18,15,98.53,15,103028901,7
2018-01-29,07:29:00,0,849,747,64,26,12,95.53,15,103028901,7
2018-01-29,07:44:00,0,895,780,62,36,17,97.27,15,103028901,7
2018-01-29,07:59:00,0,848,760,49,25,14,68.81,15,103028901,7
2018-01-29,08:14:00,0,798,688,51,38,21,82.73,15,103028901,7
2018-01-29,08:29:00,0,755,648,45,38,24,58.09,15,103028901,7
2018-01-29,08:44:00,0,605,521,42,26,16,110.18,15,103028901,7
2018-01-29,08:59:00,0,505,433,35,25,12,112.44,15,103028901,7
2018-01-29,09:14:00,0,455,377,31,25,22,65.93,15,103028901,7
2018-01-29,09:29:00,0,420,353,28,23,16,111.86,15,103028901,7
2018-01-29,09:44:00,0,410,338,29,25,18,113.52,15,103028901,7
2018-01-29,09:59:00,0,349,286,36,19,8,114.60,15,103028901,7
2018-01-29,10:14:00,0,348,284,25,19,20,112.99,15,103028901,7
2018-01-29,10:29:00,0,356,287,22,25,22,111.87,15,103028901,7
2018-01-29,10:44:00,0,337,278,29,19,11,112.54,15,103028901,7
2018-01-29,10:59:00,0,311,256,21,22,12,113.63,15,103028901,7
2018-01-29,11:14:00,0,345,269,27,30,19,113.60,15,103028901,7
2018-01-29,11:29:00,0,311,238,32,22,19,112.89,15,103028901,7
2018-01-29,11:44:00,0,310,240,28,27,15,112.52,15,103028901,7
2018-01-29,11:59:00,0,297,252,13,22,10,108.63,15,103028901,7
2018-01-29,12:14:00,0,349,262,38,30,19,112.06,15,103028901,7
2018-01-29,12:29:00,0,269,220,16,21,12,114.50,15,103028901,7
2018-01-29,12:44:00,0,306,253,20,20,13,114.02,15,103028901,7
2018-01-29,12:59:00,0,284,240,15,17,12,114.20,15,103028901,7
2018-01-29,13:14:00,0,318,254,27,22,15,113.21,15,103028901,7
2018-01-29,13:29:00,0,290,230,18,26,16,113.70,15,103028901,7
2018-01-29,13:44:00,0,316,253,26,22,15,112.93,15,103028901,7
2018-01-29,13:59:00,0,282,239,21,15,7,116.27,15,103028901,7
2018-01-29,14:14:00,0,301,249,25,16,11,115.72,15,103028901,7
2018-01-29,14:29:00,0,324,263,30,26,5,114.00,15,103028901,7
2018-01-29,14:44:00,0,292,231,21,32,8,114.95,15,103028901,7
2018-01-29,14:59:00,0,313,249,37,19,8,111.76,15,103028901,7
2018-01-29,15:14:00,0,366,304,27,25,10,110.92,15,103028901,7
2018-01-29,15:29:00,0,303,260,21,14,8,112.76,15,103028901,7
2018-01-29,15:44:00,0,320,263,29,21,7,112.41,15,103028901,7
2018-01-29,15:59:00,0,312,270,22,7,13,115.80,15,103028901,7
2018-01-29,16:14:00,0,355,306,27,15,7,114.98,15,103028901,7
2018-01-29,16:29:00,0,380,331,23,17,9,115.38,15,103028901,7
2018-01-29,16:44:00,0,340,301,24,11,4,116.78,15,103028901,7
2018-01-29,16:59:00,0,360,322,19,11,8,113.91,15,103028901,7
2018-01-29,17:14:00,0,378,351,13,9,5,112.17,15,103028901,7
2018-01-29,17:29:00,0,395,363,17,11,4,110.76,15,103028901,7
2018-01-29,17:44:00,0,383,366,8,5,4,111.54,15,103028901,7
2018-01-29,17:59:00,0,383,353,17,6,7,110.80,15,103028901,7
2018-01-29,18:14:00,0,329,309,9,4,7,112.90,15,103028901,7
2018-01-29,18:29:00,0,281,265,13,1,2,115.43,15,103028901,7
2018-01-29,18:44:00,0,266,251,6,2,7,114.66,15,103028901,7
2018-01-29,18:59:00,0,253,224,16,4,9,114.50,15,103028901,7
2018-01-29,19:14:00,0,202,178,13,3,8,115.29,15,103028901,7
2018-01-29,19:29:00,0,173,161,8,3,1,113.08,15,103028901,7
2018-01-29,19:44:00,0,175,164,6,2,3,115.08,15,103028901,7
2018-01-29,19:59:00,0,161,154,4,1,2,115.44,15,103028901,7
2018-01-29,20:14:00,0,129,115,8,0,6,114.59,15,103028901,7
2018-01-29,20:29:00,0,132,123,3,4,2,115.18,15,103028901,7
2018-01-29,20:44:00,0,93,79,7,4,3,112.42,15,103028901,7
2018-01-29,20:59:00,0,101,90,8,1,2,114.94,15,103028901,7
2018-01-29,21:14:00,0,92,80,6,4,2,110.54,15,103028901,7
2018-01-29,21:29:00,0,93,78,6,2,7,108.39,15,103028901,7
2018-01-29,21:44:00,0,96,78,6,5,7,112.35,15,103028901,7
2018-01-29,21:59:00,0,100,91,3,2,4,112.89,15,103028901,7
2018-01-29,22:14:00,0,68,54,3,1,10,110.39,15,103028901,7
2018-01-29,22:29:00,0,102,74,11,11,6,110.68,15,103028901,7
2018-01-29,22:44:00,0,71,59,4,1,7,110.39,15,103028901,7
2018-01-29,22:59:00,0,32,22,5,1,4,109.46,15,103028901,7
2018-01-29,23:14:00,0,48,35,1,2,10,107.70,15,103028901,7
2018-01-29,23:29:00,0,36,31,4,1,0,108.88,15,103028901,7
2018-01-29,23:44:00,0,25,20,2,2,1,112.32,15,103028901,7
2018-01-29,23:59:00,0,18,13,1,1,3,110.61,15,103028901,7
2018-01-30,00:14:00,1,29,19,5,2,3,110.46,15,103028901,7
2018-01-30,00:29:00,1,10,7,0,3,0,112.08,15,103028901,7
2018-01-30,00:44:00,1,7,5,0,0,2,110.99,15,103028901,7
2018-01-30,00:59:00,1,12,8,2,1,1,103.99,15,103028901,7
2018-01-30,01:14:00,1,8,6,0,1,1,107.70,15,103028901,7
2018-01-30,01:29:00,1,12,8,1,2,1,110.54,15,103028901,7
2018-01-30,01:44:00,1,11,8,2,0,1,110.35,15,103028901,7
2018-01-30,01:59:00,1,11,7,1,3,0,108.90,15,103028901,7
2018-01-30,02:14:00,1,13,8,1,1,3,108.03,15,103028901,7
2018-01-30,02:29:00,1,18,13,1,3,1,111.99,15,103028901,7
2018-01-30,02:44:00,1,8,4,2,1,1,113.28,15,103028901,7
2018-01-30,02:59:00,1,13,10,1,0,2,107.56,15,103028901,7
2018-01-30,03:14:00,1,19,9,2,4,4,99.70,15,103028901,7
2018-01-30,03:29:00,1,16,12,0,1,3,104.15,15,103028901,7
2018-01-30,03:44:00,1,15,8,0,2,5,105.99,15,103028901,7
2018-01-30,03:59:00,1,27,21,1,1,4,108.37,15,103028901,7
2018-01-30,04:14:00,1,29,19,2,4,4,114.08,15,103028901,7
2018-01-30,04:29:00,1,45,36,4,3,2,113.05,15,103028901,7
2018-01-30,04:44:00,1,57,50,5,2,0,113.11,15,103028901,7
2018-01-30,04:59:00,1,76,57,9,6,4,113.54,15,103028901,7
2018-01-30,05:14:00,1,142,122,10,7,3,115.93,15,103028901,7
2018-01-30,05:29:00,1,198,165,19,7,7,118.01,15,103028901,7
2018-01-30,05:44:00,1,349,280,52,11,6,117.77,15,103028901,7
2018-01-30,05:59:00,1,438,367,50,10,11,114.84,15,103028901,7
2018-01-30,06:14:00,1,567,485,65,9,8,113.57,15,103028901,7
2018-01-30,06:29:00,1,637,532,84,17,4,110.05,15,103028901,7
2018-01-30,06:44:00,1,650,548,67,24,11,108.77,15,103028901,7
2018-01-30,06:59:00,1,675,576,59,30,10,106.82,15,103028901,7
2018-01-30,07:14:00,1,761,655,75,24,7,102.65,15,103028901,7
2018-01-30,07:29:00,1,798,701,69,16,12,98.00,15,103028901,7
2018-01-30,07:44:00,1,858,748,68,24,18,98.36,15,103028901,7
2018-01-30,07:59:00,1,882,792,51,26,13,100.46,15,103028901,7
2018-01-30,08:14:00,1,812,710,63,20,19,103.31,15,103028901,7
2018-01-30,08:29:00,1,793,691,50,32,20,100.44,15,103028901,7
2018-01-30,08:44:00,1,621,545,42,21,13,41.23,15,103028901,7
2018-01-30,08:59:00,1,440,377,28,22,13,104.08,15,103028901,7
2018-01-30,09:14:00,1,274,232,18,16,8,113.36,15,103028901,7
2018-01-30,09:29:00,1,235,196,14,14,11,112.21,15,103028901,7
2018-01-30,09:44:00,1,269,211,29,11,18,112.55,15,103028901,7
2018-01-30,09:59:00,1,236,195,13,20,8,112.63,15,103028901,7
2018-01-30,10:14:00,1,243,200,18,17,8,111.98,15,103028901,7
2018-01-30,10:29:00,1,230,173,29,16,12,113.75,15,103028901,7
2018-01-30,10:44:00,1,397,303,39,35,20,107.28,15,103028901,7
2018-01-30,10:59:00,1,474,358,39,40,37,103.72,15,103028901,7
2018-01-30,11:14:00,1,291,229,28,21,13,110.99,15,103028901,7
2018-01-30,11:29:00,1,285,229,24,22,10,113.49,15,103028901,7
2018-01-30,11:44:00,1,290,233,22,24,11,112.36,15,103028901,7
2018-01-30,11:59:00,1,274,216,20,27,11,110.60,15,103028901,7
2018-01-30,12:14:00,1,303,240,31,19,13,110.55,15,103028901,7
2018-01-30,12:29:00,1,283,240,19,13,11,111.28,15,103028901,7
2018-01-30,12:44:00,1,265,213,25,16,11,110.59,15,103028901,7
2018-01-30,12:59:00,1,292,230,15,29,18,111.23,15,103028901,7
2018-01-30,13:14:00,1,329,265,19,31,14,110.42,15,103028901,7
2018-01-30,13:29:00,1,266,210,30,17,9,109.33,15,103028901,7
2018-01-30,13:44:00,1,305,241,26,28,10,110.23,15,103028901,7
2018-01-30,13:59:00,1,298,239,26,18,15,109.70,15,103028901,7
2018-01-30,14:14:00,1,360,303,22,17,18,110.90,15,103028901,7
2018-01-30,14:29:00,1,300,227,29,33,11,111.44,15,103028901,7
2018-01-30,14:44:00,1,340,293,25,15,7,112.24,15,103028901,7
2018-01-30,14:59:00,1,296,240,31,19,6,113.32,15,103028901,7
2018-01-30,15:14:00,1,386,331,24,22,9,113.18,15,103028901,7
2018-01-30,15:29:00,1,345,289,28,19,9,113.89,15,103028901,7
2018-01-30,15:44:00,1,364,313,26,8,17,113.37,15,103028901,7
2018-01-30,15:59:00,1,337,298,14,14,11,115.93,15,103028901,7
2018-01-30,16:14:00,1,367,311,26,15,15,113.72,15,103028901,7
2018-01-30,16:29:00,1,390,346,23,12,9,115.18,15,103028901,7
2018-01-30,16:44:00,1,368,337,15,9,7,115.98,15,103028901,7
2018-01-30,16:59:00,1,389,345,18,13,13,113.73,15,103028901,7
2018-01-30,17:14:00,1,425,387,18,13,7,113.19,15,103028901,7
2018-01-30,17:29:00,1,386,358,17,5,6,112.30,15,103028901,7
2018-01-30,17:44:00,1,386,357,16,6,7,112.01,15,103028901,7
2018-01-30,17:59:00,1,381,357,14,5,5,110.98,15,103028901,7
2018-01-30,18:14:00,1,324,301,12,4,7,110.46,15,103028901,7
2018-01-30,18:29:00,1,335,320,11,0,4,112.72,15,103028901,7
2018-01-30,18:44:00,1,284,268,8,2,6,112.44,15,103028901,7
2018-01-30,18:59:00,1,240,227,10,0,3,113.15,15,103028901,7
2018-01-30,19:14:00,1,201,190,4,2,5,110.85,15,103028901,7
2018-01-30,19:29:00,1,185,171,6,5,3,111.81,15,103028901,7
2018-01-30,19:44:00,1,185,163,15,3,4,111.26,15,103028901,7
2018-01-30,19:59:00,1,157,145,3,3,6,108.76,15,103028901,7
2018-01-30,20:14:00,1,134,124,6,1,3,108.33,15,103028901,7
2018-01-30,20:29:00,1,135,122,6,3,4,109.31,15,103028901,7
2018-01-30,20:44:00,1,114,102,5,2,5,108.65,15,103028901,7
2018-01-30,20:59:00,1,108,102,2,2,2,112.33,15,103028901,7
2018-01-30,21:14:00,1,94,81,2,3,8,109.56,15,103028901,7
2018-01-30,21:29:00,1,78,69,5,1,3,109.03,15,103028901,7
2018-01-30,21:44:00,1,97,86,4,4,3,110.36,15,103028901,7
2018-01-30,21:59:00,1,82,76,4,0,2,114.05,15,103028901,7
2018-01-30,22:14:00,1,98,90,0,2,6,112.82,15,103028901,7
2018-01-30,22:29:00,1,111,88,8,11,4,108.79,15,103028901,7
2018-01-30,22:44:00,1,84,75,4,2,3,113.06,15,103028901,7
2018-01-30,22:59:00,1,43,33,5,0,5,106.52,15,103028901,7
2018-01-30,23:14:00,1,43,32,1,1,9,105.22,15,103028901,7
2018-01-30,23:29:00,1,31,26,3,0,2,116.63,15,103028901,7
2018-01-30,23:44:00,1,32,25,3,0,4,106.78,15,103028901,7
2018-01-30,23:59:00,1,22,18,2,0,2,111.28,15,103028901,7
2018-01-31,00:14:00,2,18,14,0,2,2,107.24,15,103028901,7
2018-01-31,00:29:00,2,16,12,2,2,0,105.94,15,103028901,7
2018-01-31,00:44:00,2,5,3,0,2,0,98.95,15,103028901,7
2018-01-31,00:59:00,2,14,9,1,2,2,103.95,15,103028901,7
2018-01-31,01:14:00,2,9,6,2,0,1,112.98,15,103028901,7
2018-01-31,01:29:00,2,16,9,2,2,3,103.50,15,103028901,7
2018-01-31,01:44:00,2,10,10,0,0,0,108.16,15,103028901,7
2018-01-31,01:59:00,2,12,8,1,3,0,113.38,15,103028901,7
2018-01-31,02:14:00,2,15,11,0,2,2,106.01,15,103028901,7
2018-01-31,02:29:00,2,15,10,1,2,2,111.05,15,103028901,7
2018-01-31,02:44:00,2,6,5,0,0,1,113.69,15,103028901,7
2018-01-31,02:59:00,2,13,5,2,3,3,107.40,15,103028901,7
2018-01-31,03:14:00,2,12,9,1,2,0,114.75,15,103028901,7
2018-01-31,03:29:00,2,17,14,2,0,1,109.96,15,103028901,7
2018-01-31,03:44:00,2,24,17,1,4,2,111.94,15,103028901,7
2018-01-31,03:59:00,2,41,32,2,5,2,109.94,15,103028901,7
2018-01-31,04:14:00,2,33,20,4,2,7,110.75,15,103028901,7
2018-01-31,04:29:00,2,58,49,4,0,5,114.64,15,103028901,7
2018-01-31,04:44:00,2,59,44,5,4,6,109.20,15,103028901,7
2018-01-31,04:59:00,2,95,79,9,4,3,115.65,15,103028901,7
2018-01-31,05:14:00,2,148,121,11,5,11,114.70,15,103028901,7
2018-01-31,05:29:00,2,230,187,26,9,8,115.93,15,103028901,7
2018-01-31,05:44:00,2,328,266,48,5,9,116.92,15,103028901,7
2018-01-31,05:59:00,2,476,401,50,15,10,113.98,15,103028901,7
2018-01-31,06:14:00,2,595,498,78,12,7,108.56,15,103028901,7
2018-01-31,06:29:00,2,750,612,87,42,9,101.33,15,103028901,7
2018-01-31,06:44:00,2,797,662,86,30,19,98.60,15,103028901,7
2018-01-31,06:59:00,2,825,713,83,22,7,94.97,15,103028901,7
2018-01-31,07:14:00,2,821,718,69,21,13,92.29,15,103028901,7
