Timestamp,TMUSite5509-2 - Total Carriageway Flow,TMUSite5509-2 - Speed Value
2018-01-08 15:14:00,258,113.16
2018-01-08 15:29:00,339,113.06
2018-01-08 15:44:00,294,113.31
2018-01-08 15:59:00,319,113.3
2018-01-08 16:14:00,300,115.5
2018-01-08 16:29:00,327,113.66
2018-01-08 16:44:00,370,112.39
2018-01-08 16:59:00,370,109.61
2018-01-08 17:14:00,335,112.18
2018-01-08 17:29:00,380,111.86
2018-01-08 17:44:00,373,109.64
2018-01-08 17:59:00,349,112.92
2018-01-08 18:14:00,322,112.9
2018-01-08 18:29:00,283,111.25
2018-01-08 18:44:00,276,114.11
2018-01-08 18:59:00,203,114.94
2018-01-08 19:14:00,243,112.34
2018-01-08 19:29:00,185,112.16
2018-01-08 19:44:00,168,112.21
2018-01-08 19:59:00,144,112.32
2018-01-08 20:14:00,112,112.94
2018-01-08 20:29:00,113,114.84
2018-01-08 20:44:00,79,112.69
2018-01-08 20:59:00,93,111.58
2018-01-08 21:14:00,99,111.58
2018-01-08 21:29:00,89,113.01
2018-01-08 21:44:00,85,113.71
2018-01-08 21:59:00,84,116.64
2018-01-08 22:14:00,82,113.87
2018-01-08 22:29:00,94,111.69
2018-01-08 22:44:00,73,110.73
2018-01-08 22:59:00,41,107.87
2018-01-08 23:14:00,32,109.95
2018-01-08 23:29:00,23,110.96
2018-01-08 23:44:00,21,112.48
2018-01-08 23:59:00,17,110.86
2018-01-09 00:14:00,15,120.42
2018-01-09 00:29:00,15,114.98
2018-01-09 00:44:00,8,104.87
2018-01-09 00:59:00,11,125.92
2018-01-09 01:14:00,9,124.22
2018-01-09 01:29:00,13,112.17
2018-01-09 01:44:00,19,104.77
2018-01-09 01:59:00,10,111.23
2018-01-09 02:14:00,10,102.7
2018-01-09 02:29:00,10,114.67
2018-01-09 02:44:00,13,118.65
2018-01-09 02:59:00,12,109.21
2018-01-09 03:14:00,10,110.26
2018-01-09 03:29:00,14,105.23
2018-01-09 03:44:00,20,108.79
2018-01-09 03:59:00,29,110.35
2018-01-09 04:14:00,27,114.98
2018-01-09 04:29:00,61,111.57
2018-01-09 04:44:00,39,113.56
2018-01-09 04:59:00,73,115.54
2018-01-09 05:14:00,151,114.85
2018-01-09 05:29:00,215,118.3
2018-01-09 05:44:00,333,117.86
2018-01-09 05:59:00,471,116.56
2018-01-09 06:14:00,592,114.98
2018-01-09 06:29:00,704,110.0
2018-01-09 06:44:00,759,104.94
2018-01-09 06:59:00,859,103.39
2018-01-09 07:14:00,886,101.02
2018-01-09 07:29:00,852,97.1
2018-01-09 07:44:00,920,93.92
2018-01-09 07:59:00,835,97.98
2018-01-09 08:14:00,744,104.2
2018-01-09 08:29:00,736,105.83
2018-01-09 08:44:00,726,102.46
2018-01-09 08:59:00,565,109.94
2018-01-09 09:14:00,442,110.46
2018-01-09 09:29:00,478,112.74
2018-01-09 09:44:00,397,113.72
2018-01-09 09:59:00,358,111.93
2018-01-09 10:14:00,343,111.63
2018-01-09 10:29:00,289,112.42
2018-01-09 10:44:00,313,112.48
2018-01-09 10:59:00,297,113.29
2018-01-09 11:14:00,278,111.71
2018-01-09 11:29:00,294,111.99
2018-01-09 11:44:00,273,112.51
2018-01-09 11:59:00,255,113.82
2018-01-09 12:14:00,248,114.66
2018-01-09 12:29:00,286,112.21
2018-01-09 12:44:00,272,112.06
2018-01-09 12:59:00,325,113.27
2018-01-09 13:14:00,271,111.72
2018-01-09 13:29:00,303,113.76
2018-01-09 13:44:00,274,112.5
2018-01-09 13:59:00,316,113.72
2018-01-09 14:14:00,309,112.73
2018-01-09 14:29:00,337,111.51
2018-01-09 14:44:00,290,113.59
2018-01-09 14:59:00,339,113.32
2018-01-09 15:14:00,310,114.06
2018-01-09 15:29:00,293,113.49
2018-01-09 15:44:00,308,112.79
2018-01-09 15:59:00,335,114.39
2018-01-09 16:14:00,385,112.94
2018-01-09 16:29:00,345,114.21
2018-01-09 16:44:00,379,111.16
2018-01-09 16:59:00,401,111.32
2018-01-09 17:14:00,356,110.38
2018-01-09 17:29:00,346,110.84
2018-01-09 17:44:00,369,111.28
2018-01-09 17:59:00,361,111.85
2018-01-09 18:14:00,313,111.86
2018-01-09 18:29:00,302,113.36
2018-01-09 18:44:00,285,112.26
2018-01-09 18:59:00,210,114.55
2018-01-09 19:14:00,202,115.34
2018-01-09 19:29:00,147,113.38
2018-01-09 19:44:00,143,113.44
2018-01-09 19:59:00,138,115.05
2018-01-09 20:14:00,123,114.8
2018-01-09 20:29:00,127,116.21
2018-01-09 20:44:00,99,116.1
2018-01-09 20:59:00,94,115.9
2018-01-09 21:14:00,105,114.32
2018-01-09 21:29:00,99,114.91
2018-01-09 21:44:00,77,115.86
2018-01-09 21:59:00,111,113.17
2018-01-09 22:14:00,126,114.76
2018-01-09 22:29:00,119,112.99
2018-01-09 22:44:00,81,111.04
2018-01-09 22:59:00,52,108.02
2018-01-09 23:14:00,56,109.71
2018-01-09 23:29:00,36,109.74
2018-01-09 23:44:00,28,113.05
2018-01-09 23:59:00,14,104.42
2018-01-10 00:14:00,16,108.51
2018-01-10 00:29:00,11,100.16
2018-01-10 00:44:00,15,106.2
2018-01-10 00:59:00,8,115.67
2018-01-10 01:14:00,12,112.05
2018-01-10 01:29:00,13,104.61
2018-01-10 01:44:00,11,103.58
2018-01-10 01:59:00,10,115.35
2018-01-10 02:14:00,12,99.62
2018-01-10 02:29:00,12,104.05
2018-01-10 02:44:00,11,102.97
2018-01-10 02:59:00,10,100.96
2018-01-10 03:14:00,11,111.47
2018-01-10 03:29:00,12,108.31
2018-01-10 03:44:00,18,109.94
2018-01-10 03:59:00,43,109.5
2018-01-10 04:14:00,38,111.18
2018-01-10 04:29:00,51,114.8
2018-01-10 04:44:00,65,115.0
2018-01-10 04:59:00,74,112.58
2018-01-10 05:14:00,117,113.47
2018-01-10 05:29:00,206,119.11
2018-01-10 05:44:00,350,115.3
2018-01-10 05:59:00,424,115.59
2018-01-10 06:14:00,558,112.02
2018-01-10 06:29:00,704,104.6
2018-01-10 06:44:00,778,104.11
2018-01-10 06:59:00,832,100.51
2018-01-10 07:14:00,831,99.84
2018-01-10 07:29:00,881,95.67
2018-01-10 07:44:00,872,95.61
2018-01-10 07:59:00,809,101.88
2018-01-10 08:14:00,742,105.45
2018-01-10 08:29:00,717,105.38
2018-01-10 08:44:00,619,110.43
2018-01-10 08:59:00,539,110.35
2018-01-10 09:14:00,483,112.59
2018-01-10 09:29:00,464,110.3
2018-01-10 09:44:00,414,110.88
2018-01-10 09:59:00,430,111.35
2018-01-10 10:14:00,370,110.74
2018-01-10 10:29:00,358,111.94
2018-01-10 10:44:00,333,111.77
2018-01-10 10:59:00,328,111.92
2018-01-10 11:14:00,288,113.83
2018-01-10 11:29:00,320,111.84
2018-01-10 11:44:00,322,112.49
2018-01-10 11:59:00,298,111.52
2018-01-10 12:14:00,296,114.16
2018-01-10 12:29:00,256,112.86
2018-01-10 12:44:00,333,112.71
2018-01-10 12:59:00,282,113.7
2018-01-10 13:14:00,305,114.23
2018-01-10 13:29:00,299,114.03
2018-01-10 13:44:00,309,113.76
2018-01-10 13:59:00,323,113.51
2018-01-10 14:14:00,338,113.18
2018-01-10 14:29:00,401,112.96
2018-01-10 14:44:00,359,113.35
2018-01-10 14:59:00,343,114.94
2018-01-10 15:14:00,344,113.47
2018-01-10 15:29:00,368,114.79
2018-01-10 15:44:00,374,113.55
2018-01-10 15:59:00,351,113.28
2018-01-10 16:14:00,387,113.4
2018-01-10 16:29:00,403,115.57
2018-01-10 16:44:00,400,110.62
2018-01-10 16:59:00,387,111.98
2018-01-10 17:14:00,406,112.08
2018-01-10 17:29:00,418,109.72
2018-01-10 17:44:00,359,110.59
2018-01-10 17:59:00,460,111.93
2018-01-10 18:14:00,362,111.77
2018-01-10 18:29:00,333,113.2
2018-01-10 18:44:00,277,114.55
2018-01-10 18:59:00,246,112.63
2018-01-10 19:14:00,212,113.61
2018-01-10 19:29:00,170,114.09
2018-01-10 19:44:00,148,112.3
2018-01-10 19:59:00,152,114.44
2018-01-10 20:14:00,153,114.38
2018-01-10 20:29:00,129,113.67
2018-01-10 20:44:00,99,114.25
2018-01-10 20:59:00,106,114.53
2018-01-10 21:14:00,103,111.63
2018-01-10 21:29:00,86,107.9
2018-01-10 21:44:00,94,108.69
2018-01-10 21:59:00,106,106.33
2018-01-10 22:14:00,74,103.83
2018-01-10 22:29:00,98,101.69
2018-01-10 22:44:00,72,103.74
2018-01-10 22:59:00,51,96.87
2018-01-10 23:14:00,37,97.85
2018-01-10 23:29:00,31,90.01
2018-01-10 23:44:00,31,97.05
2018-01-10 23:59:00,16,91.28
2018-01-11 00:14:00,11,103.43
2018-01-11 00:29:00,9,85.6
2018-01-11 00:44:00,13,102.18
2018-01-11 00:59:00,14,103.4
2018-01-11 01:14:00,14,93.61
2018-01-11 01:29:00,14,106.5
2018-01-11 01:44:00,9,104.27
2018-01-11 01:59:00,7,95.72
2018-01-11 02:14:00,15,100.24
2018-01-11 02:29:00,6,107.76
2018-01-11 02:44:00,7,102.35
2018-01-11 02:59:00,10,105.42
2018-01-11 03:14:00,13,100.85
2018-01-11 03:29:00,21,109.71
2018-01-11 03:44:00,13,106.97
2018-01-11 03:59:00,25,110.6
2018-01-11 04:14:00,33,117.66
2018-01-11 04:29:00,48,114.59
2018-01-11 04:44:00,68,115.19
2018-01-11 04:59:00,81,114.07
2018-01-11 05:14:00,140,116.21
2018-01-11 05:29:00,201,119.15
2018-01-11 05:44:00,351,118.02
2018-01-11 05:59:00,424,117.08
2018-01-11 06:14:00,548,113.21
2018-01-11 06:29:00,680,107.63
2018-01-11 06:44:00,829,101.05
2018-01-11 06:59:00,827,102.17
2018-01-11 07:14:00,871,98.0
2018-01-11 07:29:00,853,98.62
2018-01-11 07:44:00,875,93.24
2018-01-11 07:59:00,793,96.36
2018-01-11 08:14:00,722,99.58
2018-01-11 08:29:00,779,97.0
2018-01-11 08:44:00,629,106.71
2018-01-11 08:59:00,582,110.08
2018-01-11 09:14:00,495,110.22
2018-01-11 09:29:00,429,113.37
2018-01-11 09:44:00,389,113.77
2018-01-11 09:59:00,391,113.0
2018-01-11 10:14:00,328,112.86
2018-01-11 10:29:00,313,112.83
2018-01-11 10:44:00,288,111.69
2018-01-11 10:59:00,274,112.96
2018-01-11 11:14:00,306,112.97
2018-01-11 11:29:00,263,110.91
2018-01-11 11:44:00,271,114.06
2018-01-11 11:59:00,324,114.04
2018-01-11 12:14:00,293,115.6
2018-01-11 12:29:00,325,113.58
2018-01-11 12:44:00,302,113.79
2018-01-11 12:59:00,312,115.44
2018-01-11 13:14:00,290,114.95
2018-01-11 13:29:00,285,112.66
2018-01-11 13:44:00,303,112.44
2018-01-11 13:59:00,322,115.53
2018-01-11 14:14:00,308,110.87
2018-01-11 14:29:00,303,112.83
2018-01-11 14:44:00,324,113.43
2018-01-11 14:59:00,337,114.1
2018-01-11 15:14:00,329,115.31
2018-01-11 15:29:00,351,114.93
2018-01-11 15:44:00,324,114.85
2018-01-11 15:59:00,370,116.06
2018-01-11 16:14:00,376,114.46
2018-01-11 16:29:00,373,115.22
2018-01-11 16:44:00,340,115.52
2018-01-11 16:59:00,389,114.59
2018-01-11 17:14:00,412,110.07
2018-01-11 17:29:00,400,111.88
2018-01-11 17:44:00,320,111.28
2018-01-11 17:59:00,419,111.49
2018-01-11 18:14:00,372,112.05
2018-01-11 18:29:00,308,113.88
2018-01-11 18:44:00,266,112.99
2018-01-11 18:59:00,234,112.45
2018-01-11 19:14:00,231,113.78
2018-01-11 19:29:00,203,112.37
2018-01-11 19:44:00,163,113.9
2018-01-11 19:59:00,169,113.4
2018-01-11 20:14:00,113,111.27
2018-01-11 20:29:00,127,114.81
2018-01-11 20:44:00,110,119.5
2018-01-11 20:59:00,118,114.88
2018-01-11 21:14:00,100,114.74
2018-01-11 21:29:00,123,112.6
2018-01-11 21:44:00,84,112.81
2018-01-11 21:59:00,95,115.41
2018-01-11 22:14:00,90,114.46
2018-01-11 22:29:00,79,111.63
2018-01-11 22:44:00,69,117.72
2018-01-11 22:59:00,40,112.81
2018-01-11 23:14:00,39,111.61
2018-01-11 23:29:00,31,118.53
2018-01-11 23:44:00,22,114.65
2018-01-11 23:59:00,25,117.64
2018-01-12 00:14:00,20,110.86
2018-01-12 00:29:00,14,114.19
2018-01-12 00:44:00,15,103.06
2018-01-12 00:59:00,12,114.89
2018-01-12 01:14:00,14,106.94
2018-01-12 01:29:00,12,106.12
2018-01-12 01:44:00,11,112.9
2018-01-12 01:59:00,12,102.62
2018-01-12 02:14:00,16,111.02
2018-01-12 02:29:00,10,111.99
2018-01-12 02:44:00,19,105.56
2018-01-12 02:59:00,15,115.57
2018-01-12 03:14:00,16,119.29
2018-01-12 03:29:00,20,111.79
2018-01-12 03:44:00,21,113.72
2018-01-12 03:59:00,35,110.42
2018-01-12 04:14:00,19,106.88
2018-01-12 04:29:00,54,116.69
2018-01-12 04:44:00,56,114.11
2018-01-12 04:59:00,83,112.14
2018-01-12 05:14:00,119,119.33
2018-01-12 05:29:00,177,118.21
2018-01-12 05:44:00,308,115.75
2018-01-12 05:59:00,391,118.37
2018-01-12 06:14:00,489,117.15
2018-01-12 06:29:00,637,111.3
2018-01-12 06:44:00,699,110.01
2018-01-12 06:59:00,778,100.89
2018-01-12 07:14:00,832,101.86
2018-01-12 07:29:00,708,101.41
2018-01-12 07:44:00,735,87.08
2018-01-12 07:59:00,798,100.07
2018-01-12 08:14:00,689,107.29
2018-01-12 08:29:00,702,109.02
2018-01-12 08:44:00,507,112.68
2018-01-12 08:59:00,514,112.51
2018-01-12 09:14:00,429,112.51
2018-01-12 09:29:00,418,113.22
2018-01-12 09:44:00,386,114.2
2018-01-12 09:59:00,359,113.1
2018-01-12 10:14:00,382,112.57
2018-01-12 10:29:00,338,112.6
2018-01-12 10:44:00,335,112.32
2018-01-12 10:59:00,344,113.22
2018-01-12 11:14:00,392,110.74
2018-01-12 11:29:00,321,113.35
2018-01-12 11:44:00,320,112.94
2018-01-12 11:59:00,344,112.29
2018-01-12 12:14:00,339,112.61
2018-01-12 12:29:00,337,113.29
2018-01-12 12:44:00,382,111.58
2018-01-12 12:59:00,347,114.0
2018-01-12 13:14:00,383,113.22
2018-01-12 13:29:00,336,115.04
2018-01-12 13:44:00,380,113.24
2018-01-12 13:59:00,356,112.42
2018-01-12 14:14:00,384,112.02
2018-01-12 14:29:00,406,113.03
2018-01-12 14:44:00,388,112.2
2018-01-12 14:59:00,384,112.56
2018-01-12 15:14:00,384,114.21
2018-01-12 15:29:00,378,113.37
2018-01-12 15:44:00,387,114.53
2018-01-12 15:59:00,407,113.34
2018-01-12 16:14:00,440,114.42
2018-01-12 16:29:00,403,114.86
2018-01-12 16:44:00,418,112.1
2018-01-12 16:59:00,383,112.61
2018-01-12 17:14:00,411,109.71
2018-01-12 17:29:00,382,111.69
2018-01-12 17:44:00,353,111.83
2018-01-12 17:59:00,331,113.41
2018-01-12 18:14:00,291,113.47
2018-01-12 18:29:00,279,113.77
2018-01-12 18:44:00,291,113.4
2018-01-12 18:59:00,250,115.15
2018-01-12 19:14:00,218,113.54
2018-01-12 19:29:00,209,115.15
2018-01-12 19:44:00,197,114.42
2018-01-12 19:59:00,187,107.15
2018-01-12 20:14:00,148,112.75
2018-01-12 20:29:00,140,113.64
2018-01-12 20:44:00,107,112.0
2018-01-12 20:59:00,105,114.52
2018-01-12 21:14:00,87,112.73
2018-01-12 21:29:00,93,112.32
2018-01-12 21:44:00,67,114.38
2018-01-12 21:59:00,85,111.34
2018-01-12 22:14:00,61,113.1
2018-01-12 22:29:00,96,112.99
2018-01-12 22:44:00,60,111.28
2018-01-12 22:59:00,71,115.7
2018-01-12 23:14:00,47,111.94
2018-01-12 23:29:00,46,118.23
2018-01-12 23:44:00,39,112.64
2018-01-12 23:59:00,34,111.62
2018-01-13 00:14:00,31,111.49
2018-01-13 00:29:00,11,112.9
2018-01-13 00:44:00,20,118.49
2018-01-13 00:59:00,21,117.61
2018-01-13 01:14:00,18,107.17
2018-01-13 01:29:00,24,113.24
2018-01-13 01:44:00,19,119.87
2018-01-13 01:59:00,18,105.24
2018-01-13 02:14:00,17,114.14
2018-01-13 02:29:00,13,108.8
2018-01-13 02:44:00,8,119.67
2018-01-13 02:59:00,10,110.41
2018-01-13 03:14:00,15,108.24
2018-01-13 03:29:00,25,106.14
2018-01-13 03:44:00,25,116.78
2018-01-13 03:59:00,15,118.37
2018-01-13 04:14:00,21,114.25
2018-01-13 04:29:00,26,116.49
2018-01-13 04:44:00,30,118.2
2018-01-13 04:59:00,43,113.86
2018-01-13 05:14:00,56,111.42
2018-01-13 05:29:00,67,114.27
2018-01-13 05:44:00,99,115.97
2018-01-13 05:59:00,84,115.1
2018-01-13 06:14:00,123,118.97
2018-01-13 06:29:00,149,115.06
2018-01-13 06:44:00,157,113.91
2018-01-13 06:59:00,205,116.27
2018-01-13 07:14:00,218,113.56
2018-01-13 07:29:00,260,114.06
2018-01-13 07:44:00,253,115.33
2018-01-13 07:59:00,293,115.95
2018-01-13 08:14:00,252,115.1
2018-01-13 08:29:00,271,117.66
2018-01-13 08:44:00,315,117.3
2018-01-13 08:59:00,285,115.41
2018-01-13 09:14:00,294,116.96
2018-01-13 09:29:00,319,115.64
2018-01-13 09:44:00,284,113.93
2018-01-13 09:59:00,394,116.54
2018-01-13 10:14:00,362,116.54
2018-01-13 10:29:00,387,115.17
2018-01-13 10:44:00,336,116.2
2018-01-13 10:59:00,393,114.66
2018-01-13 11:14:00,378,115.04
2018-01-13 11:29:00,342,116.57
2018-01-13 11:44:00,394,115.62
2018-01-13 11:59:00,368,116.63
2018-01-13 12:14:00,378,116.0
2018-01-13 12:29:00,343,117.39
2018-01-13 12:44:00,375,118.22
2018-01-13 12:59:00,352,117.61
2018-01-13 13:14:00,330,114.79
2018-01-13 13:29:00,335,116.56
2018-01-13 13:44:00,321,115.76
2018-01-13 13:59:00,355,114.27
2018-01-13 14:14:00,332,114.87
2018-01-13 14:29:00,382,116.35
2018-01-13 14:44:00,319,115.94
2018-01-13 14:59:00,325,117.99
2018-01-13 15:14:00,312,116.71
2018-01-13 15:29:00,342,116.71
2018-01-13 15:44:00,335,116.15
2018-01-13 15:59:00,384,115.35
2018-01-13 16:14:00,391,115.4
2018-01-13 16:29:00,371,115.08
2018-01-13 16:44:00,394,112.92
2018-01-13 16:59:00,385,115.31
2018-01-13 17:14:00,368,113.43
2018-01-13 17:29:00,417,111.4
2018-01-13 17:44:00,403,114.32
2018-01-13 17:59:00,376,113.14
2018-01-13 18:14:00,350,113.2
2018-01-13 18:29:00,325,114.5
2018-01-13 18:44:00,280,115.59
2018-01-13 18:59:00,242,115.88
2018-01-13 19:14:00,210,113.2
2018-01-13 19:29:00,190,111.87
2018-01-13 19:44:00,205,113.89
2018-01-13 19:59:00,178,115.06
2018-01-13 20:14:00,137,114.15
2018-01-13 20:29:00,115,114.72
2018-01-13 20:44:00,112,115.74
2018-01-13 20:59:00,95,114.29
2018-01-13 21:14:00,101,113.66
2018-01-13 21:29:00,96,113.24
2018-01-13 21:44:00,93,114.74
2018-01-13 21:59:00,113,110.45
2018-01-13 22:14:00,100,114.33
2018-01-13 22:29:00,95,115.22
2018-01-13 22:44:00,77,116.64
2018-01-13 22:59:00,75,118.11
2018-01-13 23:14:00,81,114.51
2018-01-13 23:29:00,65,112.45
2018-01-13 23:44:00,60,115.13
2018-01-13 23:59:00,44,115.85
2018-01-14 00:14:00,44,112.65
2018-01-14 00:29:00,37,117.82
2018-01-14 00:44:00,35,113.5
2018-01-14 00:59:00,30,112.83
2018-01-14 01:14:00,26,117.38
2018-01-14 01:29:00,20,114.32
2018-01-14 01:44:00,21,110.91
2018-01-14 01:59:00,25,117.38
2018-01-14 02:14:00,20,120.39
2018-01-14 02:29:00,12,108.66
2018-01-14 02:44:00,17,118.72
2018-01-14 02:59:00,17,110.62
2018-01-14 03:14:00,20,108.79
2018-01-14 03:29:00,20,110.08
2018-01-14 03:44:00,21,118.62
2018-01-14 03:59:00,17,112.89
2018-01-14 04:14:00,14,118.9
2018-01-14 04:29:00,21,114.7
2018-01-14 04:44:00,38,113.61
2018-01-14 04:59:00,37,118.35
2018-01-14 05:14:00,43,112.0
2018-01-14 05:29:00,54,116.31
2018-01-14 05:44:00,67,110.92
2018-01-14 05:59:00,56,115.44
2018-01-14 06:14:00,62,117.58
2018-01-14 06:29:00,74,113.45
2018-01-14 06:44:00,75,115.63
2018-01-14 06:59:00,76,114.63
2018-01-14 07:14:00,110,110.72
2018-01-14 07:29:00,141,114.95
2018-01-14 07:44:00,130,113.99
2018-01-14 07:59:00,137,117.73
2018-01-14 08:14:00,125,120.51
2018-01-14 08:29:00,154,118.38
2018-01-14 08:44:00,194,118.59
2018-01-14 08:59:00,212,119.97
2018-01-14 09:14:00,245,117.53
2018-01-14 09:29:00,284,118.9
2018-01-14 09:44:00,273,120.29
2018-01-14 09:59:00,246,117.29
2018-01-14 10:14:00,261,116.58
2018-01-14 10:29:00,284,119.2
2018-01-14 10:44:00,300,116.53
2018-01-14 10:59:00,313,118.83
2018-01-14 11:14:00,352,118.68
2018-01-14 11:29:00,377,119.17
2018-01-14 11:44:00,365,117.48
2018-01-14 11:59:00,369,118.84
2018-01-14 12:14:00,335,118.31
2018-01-14 12:29:00,354,119.0
2018-01-14 12:44:00,323,118.1
2018-01-14 12:59:00,328,119.63
2018-01-14 13:14:00,372,118.82
2018-01-14 13:29:00,325,118.52
2018-01-14 13:44:00,358,117.6
2018-01-14 13:59:00,412,118.24
2018-01-14 14:14:00,379,116.29
2018-01-14 14:29:00,363,118.43
2018-01-14 14:44:00,366,119.39
2018-01-14 14:59:00,437,117.47
2018-01-14 15:14:00,366,118.48
2018-01-14 15:29:00,420,118.69
2018-01-14 15:44:00,426,119.51
2018-01-14 15:59:00,433,118.41
2018-01-14 16:14:00,489,118.16
2018-01-14 16:29:00,464,117.5
2018-01-14 16:44:00,415,116.28
2018-01-14 16:59:00,412,107.29
2018-01-14 17:14:00,438,113.96
2018-01-14 17:29:00,422,114.34
2018-01-14 17:44:00,329,115.4
2018-01-14 17:59:00,348,115.76
2018-01-14 18:14:00,337,116.3
2018-01-14 18:29:00,284,116.48
2018-01-14 18:44:00,289,115.02
2018-01-14 18:59:00,260,114.57
2018-01-14 19:14:00,231,115.84
2018-01-14 19:29:00,222,117.4
2018-01-14 19:44:00,201,115.84
2018-01-14 19:59:00,222,118.98
2018-01-14 20:14:00,191,117.01
2018-01-14 20:29:00,169,114.55
2018-01-14 20:44:00,181,117.3
2018-01-14 20:59:00,160,115.78
2018-01-14 21:14:00,136,113.28
2018-01-14 21:29:00,102,114.19
2018-01-14 21:44:00,92,115.35
2018-01-14 21:59:00,94,115.01
2018-01-14 22:14:00,96,111.54
2018-01-14 22:29:00,80,115.45
2018-01-14 22:44:00,62,113.86
2018-01-14 22:59:00,36,110.56
2018-01-14 23:14:00,33,112.0
2018-01-14 23:29:00,26,114.85
2018-01-14 23:44:00,36,108.17
2018-01-14 23:59:00,18,117.49
2018-01-15 00:14:00,22,121.3
2018-01-15 00:29:00,20,108.05
2018-01-15 00:44:00,22,118.54
2018-01-15 00:59:00,9,120.25
2018-01-15 01:14:00,11,111.42
2018-01-15 01:29:00,9,111.75
2018-01-15 01:44:00,8,114.55
2018-01-15 01:59:00,17,109.16
2018-01-15 02:14:00,18,110.13
2018-01-15 02:29:00,13,117.95
2018-01-15 02:44:00,10,112.35
2018-01-15 02:59:00,16,105.39
2018-01-15 03:14:00,11,110.39
2018-01-15 03:29:00,19,102.33
2018-01-15 03:44:00,19,112.32
2018-01-15 03:59:00,33,110.82
2018-01-15 04:14:00,43,107.53
2018-01-15 04:29:00,59,111.9
2018-01-15 04:44:00,97,109.37
2018-01-15 04:59:00,114,112.43
2018-01-15 05:14:00,156,110.1
2018-01-15 05:29:00,269,112.96
2018-01-15 05:44:00,365,109.09
2018-01-15 05:59:00,496,105.1
2018-01-15 06:14:00,569,98.35
2018-01-15 06:29:00,726,88.7
2018-01-15 06:44:00,687,82.15
2018-01-15 06:59:00,510,90.63
2018-01-15 07:14:00,396,94.58
2018-01-15 07:29:00,311,98.11
2018-01-15 07:44:00,281,94.01
2018-01-15 07:59:00,275,92.99
2018-01-15 08:14:00,275,95.94
2018-01-15 08:29:00,279,101.58
2018-01-15 08:44:00,534,95.04
2018-01-15 08:59:00,746,96.63
2018-01-15 09:14:00,648,102.04
2018-01-15 09:29:00,528,104.32
2018-01-15 09:44:00,549,98.42
2018-01-15 09:59:00,439,95.36
2018-01-15 10:14:00,364,97.95
2018-01-15 10:29:00,365,99.01
2018-01-15 10:44:00,375,100.64
2018-01-15 10:59:00,318,107.38
2018-01-15 11:14:00,304,108.03
2018-01-15 11:29:00,284,109.29
2018-01-15 11:44:00,302,109.85
2018-01-15 11:59:00,288,113.43
2018-01-15 12:14:00,267,111.27
2018-01-15 12:29:00,284,111.82
2018-01-15 12:44:00,279,113.02
2018-01-15 12:59:00,280,112.84
2018-01-15 13:14:00,249,112.74
2018-01-15 13:29:00,294,109.4
2018-01-15 13:44:00,290,112.11
2018-01-15 13:59:00,298,111.88
2018-01-15 14:14:00,285,112.43
2018-01-15 14:29:00,314,110.64
2018-01-15 14:44:00,313,110.74
2018-01-15 14:59:00,239,112.69
2018-01-15 15:14:00,326,113.53
2018-01-15 15:29:00,334,112.61
2018-01-15 15:44:00,305,113.9
2018-01-15 15:59:00,297,114.12
2018-01-15 16:14:00,303,112.13
2018-01-15 16:29:00,320,114.17
2018-01-15 16:44:00,373,115.48
2018-01-15 16:59:00,367,113.34
2018-01-15 17:14:00,322,113.0
2018-01-15 17:29:00,356,110.95
2018-01-15 17:44:00,393,110.95
2018-01-15 17:59:00,351,111.83
2018-01-15 18:14:00,380,111.99
2018-01-15 18:29:00,292,114.27
2018-01-15 18:44:00,242,112.42
2018-01-15 18:59:00,234,113.27
2018-01-15 19:14:00,174,114.45
2018-01-15 19:29:00,149,113.59
2018-01-15 19:44:00,163,115.9
2018-01-15 19:59:00,129,115.38
2018-01-15 20:14:00,122,114.44
2018-01-15 20:29:00,105,113.5
2018-01-15 20:44:00,103,115.8
2018-01-15 20:59:00,97,114.93
2018-01-15 21:14:00,95,114.44
2018-01-15 21:29:00,114,114.76
2018-01-15 21:44:00,53,112.3
2018-01-15 21:59:00,69,112.79
2018-01-15 22:14:00,93,112.81
2018-01-15 22:29:00,83,115.45
2018-01-15 22:44:00,79,115.36
2018-01-15 22:59:00,49,113.38
2018-01-15 23:14:00,35,113.96
2018-01-15 23:29:00,29,114.71
2018-01-15 23:44:00,16,114.29
2018-01-15 23:59:00,17,110.42
2018-01-16 00:14:00,14,111.77
2018-01-16 00:29:00,12,110.19
2018-01-16 00:44:00,12,116.49
2018-01-16 00:59:00,7,106.48
2018-01-16 01:14:00,9,109.29
2018-01-16 01:29:00,13,118.23
2018-01-16 01:44:00,8,108.6
2018-01-16 01:59:00,13,106.25
2018-01-16 02:14:00,8,108.97
2018-01-16 02:29:00,17,110.93
2018-01-16 02:44:00,8,102.48
2018-01-16 02:59:00,8,104.72
2018-01-16 03:14:00,12,108.22
2018-01-16 03:29:00,17,111.12
2018-01-16 03:44:00,22,111.18
2018-01-16 03:59:00,27,112.05
2018-01-16 04:14:00,29,110.6
2018-01-16 04:29:00,45,111.34
2018-01-16 04:44:00,57,113.31
2018-01-16 04:59:00,89,109.46
2018-01-16 05:14:00,149,110.74
2018-01-16 05:29:00,247,115.06
2018-01-16 05:44:00,333,115.67
2018-01-16 05:59:00,478,113.29
2018-01-16 06:14:00,597,110.15
2018-01-16 06:29:00,723,104.83
