Timestamp,TMUSite5509-2 - Total Carriageway Flow,TMUSite5509-2 - Speed Value
2018-01-03 10:59:00,306,112.56
2018-01-03 11:14:00,309,115.16
2018-01-03 11:29:00,295,113.79
2018-01-03 11:44:00,272,113.2
2018-01-03 11:59:00,289,114.2
2018-01-03 12:14:00,285,112.61
2018-01-03 12:29:00,292,112.4
2018-01-03 12:44:00,280,114.47
2018-01-03 12:59:00,288,114.1
2018-01-03 13:14:00,304,114.88
2018-01-03 13:29:00,288,112.2
2018-01-03 13:44:00,296,113.65
2018-01-03 13:59:00,309,114.99
2018-01-03 14:14:00,336,112.98
2018-01-03 14:29:00,308,113.69
2018-01-03 14:44:00,285,112.51
2018-01-03 14:59:00,294,112.82
2018-01-03 15:14:00,365,114.11
2018-01-03 15:29:00,357,112.56
2018-01-03 15:44:00,364,113.16
2018-01-03 15:59:00,355,114.39
2018-01-03 16:14:00,331,114.49
2018-01-03 16:29:00,354,114.71
2018-01-03 16:44:00,379,113.65
2018-01-03 16:59:00,355,112.74
2018-01-03 17:14:00,364,112.14
2018-01-03 17:29:00,377,112.54
2018-01-03 17:44:00,334,112.98
2018-01-03 17:59:00,318,114.04
2018-01-03 18:14:00,317,113.49
2018-01-03 18:29:00,267,113.12
2018-01-03 18:44:00,224,116.34
2018-01-03 18:59:00,204,115.94
2018-01-03 19:14:00,179,115.71
2018-01-03 19:29:00,182,116.79
2018-01-03 19:44:00,150,116.22
2018-01-03 19:59:00,128,111.99
2018-01-03 20:14:00,96,116.22
2018-01-03 20:29:00,133,113.32
2018-01-03 20:44:00,92,115.16
2018-01-03 20:59:00,91,115.11
2018-01-03 21:14:00,99,114.64
2018-01-03 21:29:00,87,114.6
2018-01-03 21:44:00,88,116.71
2018-01-03 21:59:00,78,114.03
2018-01-03 22:14:00,90,115.5
2018-01-03 22:29:00,108,115.18
2018-01-03 22:44:00,86,117.17
2018-01-03 22:59:00,78,115.88
2018-01-03 23:14:00,72,116.41
2018-01-03 23:29:00,56,110.52
2018-01-03 23:44:00,25,117.02
2018-01-03 23:59:00,15,111.67
2018-01-04 00:14:00,18,108.56
2018-01-04 00:29:00,22,109.26
2018-01-04 00:44:00,14,110.48
2018-01-04 00:59:00,15,112.36
2018-01-04 01:14:00,5,123.96
2018-01-04 01:29:00,15,116.05
2018-01-04 01:44:00,11,109.08
2018-01-04 01:59:00,13,108.44
2018-01-04 02:14:00,17,112.31
2018-01-04 02:29:00,15,108.31
2018-01-04 02:44:00,12,108.57
2018-01-04 02:59:00,13,103.55
2018-01-04 03:14:00,14,114.44
2018-01-04 03:29:00,21,108.91
2018-01-04 03:44:00,11,113.45
2018-01-04 03:59:00,23,106.46
2018-01-04 04:14:00,32,108.96
2018-01-04 04:29:00,37,107.22
2018-01-04 04:44:00,65,106.44
2018-01-04 04:59:00,77,109.24
2018-01-04 05:14:00,115,110.73
2018-01-04 05:29:00,211,111.2
2018-01-04 05:44:00,271,110.5
2018-01-04 05:59:00,389,108.99
2018-01-04 06:14:00,458,108.18
2018-01-04 06:29:00,613,101.96
2018-01-04 06:44:00,564,104.54
2018-01-04 06:59:00,693,101.4
2018-01-04 07:14:00,703,103.33
2018-01-04 07:29:00,801,94.64
2018-01-04 07:44:00,768,99.16
2018-01-04 07:59:00,716,102.17
2018-01-04 08:14:00,667,101.58
2018-01-04 08:29:00,755,102.56
2018-01-04 08:44:00,605,107.7
2018-01-04 08:59:00,500,112.97
2018-01-04 09:14:00,390,112.55
2018-01-04 09:29:00,402,113.74
2018-01-04 09:44:00,336,112.96
2018-01-04 09:59:00,266,111.76
2018-01-04 10:14:00,388,112.58
2018-01-04 10:29:00,271,112.85
2018-01-04 10:44:00,309,112.4
2018-01-04 10:59:00,301,112.27
2018-01-04 11:14:00,270,112.8
2018-01-04 11:29:00,260,114.8
2018-01-04 11:44:00,308,113.62
2018-01-04 11:59:00,302,113.92
2018-01-04 12:14:00,281,113.5
2018-01-04 12:29:00,295,113.67
2018-01-04 12:44:00,289,112.95
2018-01-04 12:59:00,283,111.66
2018-01-04 13:14:00,288,112.99
2018-01-04 13:29:00,286,109.88
2018-01-04 13:44:00,289,111.21
2018-01-04 13:59:00,273,112.62
2018-01-04 14:14:00,290,111.61
2018-01-04 14:29:00,342,113.54
2018-01-04 14:44:00,321,112.4
2018-01-04 14:59:00,320,113.69
2018-01-04 15:14:00,314,112.83
2018-01-04 15:29:00,345,113.35
2018-01-04 15:44:00,336,113.92
2018-01-04 15:59:00,334,113.88
2018-01-04 16:14:00,328,113.34
2018-01-04 16:29:00,359,115.07
2018-01-04 16:44:00,360,112.7
2018-01-04 16:59:00,364,114.13
2018-01-04 17:14:00,369,113.27
2018-01-04 17:29:00,376,113.26
2018-01-04 17:44:00,394,111.68
2018-01-04 17:59:00,347,113.05
2018-01-04 18:14:00,304,113.49
2018-01-04 18:29:00,299,113.85
2018-01-04 18:44:00,263,114.42
2018-01-04 18:59:00,191,114.15
2018-01-04 19:14:00,183,113.2
2018-01-04 19:29:00,164,115.31
2018-01-04 19:44:00,136,114.65
2018-01-04 19:59:00,140,114.89
2018-01-04 20:14:00,110,114.95
2018-01-04 20:29:00,109,116.7
2018-01-04 20:44:00,93,115.15
2018-01-04 20:59:00,78,112.31
2018-01-04 21:14:00,83,111.28
2018-01-04 21:29:00,105,112.19
2018-01-04 21:44:00,77,109.69
2018-01-04 21:59:00,90,100.53
2018-01-04 22:14:00,88,94.94
2018-01-04 22:29:00,109,103.24
2018-01-04 22:44:00,74,104.46
2018-01-04 22:59:00,57,104.84
2018-01-04 23:14:00,42,109.02
2018-01-04 23:29:00,35,109.52
2018-01-04 23:44:00,25,108.47
2018-01-04 23:59:00,22,114.69
2018-01-05 00:14:00,24,108.92
2018-01-05 00:29:00,14,106.02
2018-01-05 00:44:00,14,109.96
2018-01-05 00:59:00,11,103.99
2018-01-05 01:14:00,11,103.74
2018-01-05 01:29:00,8,103.58
2018-01-05 01:44:00,13,107.97
2018-01-05 01:59:00,13,116.67
2018-01-05 02:14:00,21,114.08
2018-01-05 02:29:00,11,108.51
2018-01-05 02:44:00,8,112.61
2018-01-05 02:59:00,12,107.43
2018-01-05 03:14:00,7,112.1
2018-01-05 03:29:00,16,112.14
2018-01-05 03:44:00,18,114.74
2018-01-05 03:59:00,25,109.65
2018-01-05 04:14:00,37,108.74
2018-01-05 04:29:00,39,110.81
2018-01-05 04:44:00,54,112.87
2018-01-05 04:59:00,71,116.17
2018-01-05 05:14:00,121,118.11
2018-01-05 05:29:00,162,116.86
2018-01-05 05:44:00,250,117.53
2018-01-05 05:59:00,362,116.57
2018-01-05 06:14:00,418,117.02
2018-01-05 06:29:00,544,111.75
2018-01-05 06:44:00,615,110.44
2018-01-05 06:59:00,695,106.89
2018-01-05 07:14:00,649,107.56
2018-01-05 07:29:00,683,104.94
2018-01-05 07:44:00,672,102.8
2018-01-05 07:59:00,661,96.74
2018-01-05 08:14:00,678,102.83
2018-01-05 08:29:00,590,107.02
2018-01-05 08:44:00,507,108.75
2018-01-05 08:59:00,527,111.42
2018-01-05 09:14:00,371,110.28
2018-01-05 09:29:00,392,113.4
2018-01-05 09:44:00,394,111.69
2018-01-05 09:59:00,349,112.66
2018-01-05 10:14:00,336,112.39
2018-01-05 10:29:00,342,111.5
2018-01-05 10:44:00,317,111.9
2018-01-05 10:59:00,319,112.22
2018-01-05 11:14:00,323,112.65
2018-01-05 11:29:00,347,112.93
2018-01-05 11:44:00,332,111.75
2018-01-05 11:59:00,309,113.79
2018-01-05 12:14:00,310,114.45
2018-01-05 12:29:00,332,114.38
2018-01-05 12:44:00,350,114.67
2018-01-05 12:59:00,359,113.47
2018-01-05 13:14:00,384,113.87
2018-01-05 13:29:00,331,112.95
2018-01-05 13:44:00,356,113.15
2018-01-05 13:59:00,346,113.41
2018-01-05 14:14:00,330,110.53
2018-01-05 14:29:00,355,112.8
2018-01-05 14:44:00,374,114.22
2018-01-05 14:59:00,339,113.57
2018-01-05 15:14:00,336,113.84
2018-01-05 15:29:00,389,112.96
2018-01-05 15:44:00,356,112.67
2018-01-05 15:59:00,385,113.96
2018-01-05 16:14:00,406,115.3
2018-01-05 16:29:00,425,114.61
2018-01-05 16:44:00,378,115.23
2018-01-05 16:59:00,397,114.57
2018-01-05 17:14:00,311,111.72
2018-01-05 17:29:00,321,111.12
2018-01-05 17:44:00,342,111.72
2018-01-05 17:59:00,343,112.69
2018-01-05 18:14:00,304,113.97
2018-01-05 18:29:00,275,112.8
2018-01-05 18:44:00,232,114.4
2018-01-05 18:59:00,233,113.94
2018-01-05 19:14:00,198,113.62
2018-01-05 19:29:00,172,114.41
2018-01-05 19:44:00,170,112.97
2018-01-05 19:59:00,166,114.98
2018-01-05 20:14:00,160,114.33
2018-01-05 20:29:00,145,111.1
2018-01-05 20:44:00,106,112.52
2018-01-05 20:59:00,93,112.1
2018-01-05 21:14:00,80,114.1
2018-01-05 21:29:00,81,111.92
2018-01-05 21:44:00,81,112.5
2018-01-05 21:59:00,79,117.94
2018-01-05 22:14:00,79,115.4
2018-01-05 22:29:00,76,112.37
2018-01-05 22:44:00,74,111.33
2018-01-05 22:59:00,49,113.22
2018-01-05 23:14:00,39,114.85
2018-01-05 23:29:00,48,115.47
2018-01-05 23:44:00,36,115.15
2018-01-05 23:59:00,34,120.08
2018-01-06 00:14:00,20,109.91
2018-01-06 00:29:00,20,116.33
2018-01-06 00:44:00,19,115.98
2018-01-06 00:59:00,16,113.75
2018-01-06 01:14:00,13,111.16
2018-01-06 01:29:00,11,107.94
2018-01-06 01:44:00,12,118.98
2018-01-06 01:59:00,7,127.29
2018-01-06 02:14:00,15,112.97
2018-01-06 02:29:00,16,117.71
2018-01-06 02:44:00,17,109.81
2018-01-06 02:59:00,12,112.49
2018-01-06 03:14:00,19,117.5
2018-01-06 03:29:00,30,110.71
2018-01-06 03:44:00,16,109.33
2018-01-06 03:59:00,12,107.21
2018-01-06 04:14:00,25,110.8
2018-01-06 04:29:00,27,112.44
2018-01-06 04:44:00,30,113.86
2018-01-06 04:59:00,33,116.1
2018-01-06 05:14:00,52,113.89
2018-01-06 05:29:00,73,115.71
2018-01-06 05:44:00,115,114.17
2018-01-06 05:59:00,91,113.81
2018-01-06 06:14:00,92,116.22
2018-01-06 06:29:00,124,116.41
2018-01-06 06:44:00,132,116.55
2018-01-06 06:59:00,174,117.24
2018-01-06 07:14:00,189,114.91
2018-01-06 07:29:00,205,115.32
2018-01-06 07:44:00,227,114.71
2018-01-06 07:59:00,207,118.72
2018-01-06 08:14:00,215,115.2
2018-01-06 08:29:00,242,116.29
2018-01-06 08:44:00,214,118.03
2018-01-06 08:59:00,253,117.12
2018-01-06 09:14:00,244,117.27
2018-01-06 09:29:00,283,117.18
2018-01-06 09:44:00,259,117.01
2018-01-06 09:59:00,306,117.55
2018-01-06 10:14:00,348,113.18
2018-01-06 10:29:00,330,116.47
2018-01-06 10:44:00,343,115.97
2018-01-06 10:59:00,303,115.51
2018-01-06 11:14:00,431,114.11
2018-01-06 11:29:00,369,116.27
2018-01-06 11:44:00,370,115.35
2018-01-06 11:59:00,352,118.26
2018-01-06 12:14:00,358,115.76
2018-01-06 12:29:00,319,117.35
2018-01-06 12:44:00,380,116.13
2018-01-06 12:59:00,293,117.74
2018-01-06 13:14:00,360,116.33
2018-01-06 13:29:00,352,116.97
2018-01-06 13:44:00,335,119.13
2018-01-06 13:59:00,359,117.18
2018-01-06 14:14:00,335,115.67
2018-01-06 14:29:00,349,117.15
2018-01-06 14:44:00,370,116.9
2018-01-06 14:59:00,371,116.69
2018-01-06 15:14:00,377,116.39
2018-01-06 15:29:00,377,115.36
2018-01-06 15:44:00,356,117.36
2018-01-06 15:59:00,397,115.67
2018-01-06 16:14:00,371,116.27
2018-01-06 16:29:00,397,115.21
2018-01-06 16:44:00,374,114.87
2018-01-06 16:59:00,424,113.58
2018-01-06 17:14:00,455,113.49
2018-01-06 17:29:00,415,113.8
2018-01-06 17:44:00,342,114.62
2018-01-06 17:59:00,328,114.28
2018-01-06 18:14:00,305,113.49
2018-01-06 18:29:00,264,111.74
2018-01-06 18:44:00,257,114.64
2018-01-06 18:59:00,234,113.17
2018-01-06 19:14:00,209,115.5
2018-01-06 19:29:00,192,112.54
2018-01-06 19:44:00,165,115.95
2018-01-06 19:59:00,143,116.86
2018-01-06 20:14:00,153,111.77
2018-01-06 20:29:00,144,115.22
2018-01-06 20:44:00,121,114.33
2018-01-06 20:59:00,127,112.32
2018-01-06 21:14:00,102,113.98
2018-01-06 21:29:00,96,111.42
2018-01-06 21:44:00,92,110.08
2018-01-06 21:59:00,107,108.73
2018-01-06 22:14:00,118,115.93
2018-01-06 22:29:00,94,109.65
2018-01-06 22:44:00,92,115.14
2018-01-06 22:59:00,71,114.01
2018-01-06 23:14:00,49,115.97
2018-01-06 23:29:00,74,111.41
2018-01-06 23:44:00,40,114.06
2018-01-06 23:59:00,41,114.02
2018-01-07 00:14:00,36,114.15
2018-01-07 00:29:00,34,113.94
2018-01-07 00:44:00,22,111.48
2018-01-07 00:59:00,18,112.85
2018-01-07 01:14:00,20,111.67
2018-01-07 01:29:00,10,110.94
2018-01-07 01:44:00,14,113.76
2018-01-07 01:59:00,10,108.91
2018-01-07 02:14:00,23,109.63
2018-01-07 02:29:00,17,116.23
2018-01-07 02:44:00,17,111.79
2018-01-07 02:59:00,20,113.17
2018-01-07 03:14:00,11,108.71
2018-01-07 03:29:00,25,115.02
2018-01-07 03:44:00,15,113.34
2018-01-07 03:59:00,16,107.67
2018-01-07 04:14:00,26,107.81
2018-01-07 04:29:00,29,114.47
2018-01-07 04:44:00,20,113.14
2018-01-07 04:59:00,31,110.87
2018-01-07 05:14:00,39,114.3
2018-01-07 05:29:00,44,112.08
2018-01-07 05:44:00,53,107.63
2018-01-07 05:59:00,59,111.99
2018-01-07 06:14:00,46,112.4
2018-01-07 06:29:00,79,114.8
2018-01-07 06:44:00,63,109.96
2018-01-07 06:59:00,61,112.33
2018-01-07 07:14:00,89,112.21
2018-01-07 07:29:00,110,113.01
2018-01-07 07:44:00,119,111.98
2018-01-07 07:59:00,123,114.43
2018-01-07 08:14:00,121,116.23
2018-01-07 08:29:00,136,114.77
2018-01-07 08:44:00,167,114.17
2018-01-07 08:59:00,177,116.4
2018-01-07 09:14:00,224,114.34
2018-01-07 09:29:00,243,113.94
2018-01-07 09:44:00,291,116.54
2018-01-07 09:59:00,260,115.21
2018-01-07 10:14:00,269,114.81
2018-01-07 10:29:00,275,115.57
2018-01-07 10:44:00,305,113.54
2018-01-07 10:59:00,326,114.55
2018-01-07 11:14:00,336,112.8
2018-01-07 11:29:00,308,115.21
2018-01-07 11:44:00,350,114.98
2018-01-07 11:59:00,342,114.91
2018-01-07 12:14:00,329,114.81
2018-01-07 12:29:00,351,114.98
2018-01-07 12:44:00,335,116.36
2018-01-07 12:59:00,315,116.71
2018-01-07 13:14:00,378,115.46
2018-01-07 13:29:00,344,116.16
2018-01-07 13:44:00,352,117.75
2018-01-07 13:59:00,381,116.91
2018-01-07 14:14:00,389,116.73
2018-01-07 14:29:00,403,115.93
2018-01-07 14:44:00,448,115.52
2018-01-07 14:59:00,392,116.15
2018-01-07 15:14:00,456,114.41
2018-01-07 15:29:00,450,114.82
2018-01-07 15:44:00,493,113.95
2018-01-07 15:59:00,486,113.33
2018-01-07 16:14:00,524,111.91
2018-01-07 16:29:00,514,113.56
2018-01-07 16:44:00,503,112.21
2018-01-07 16:59:00,455,112.85
2018-01-07 17:14:00,415,112.66
2018-01-07 17:29:00,409,111.27
2018-01-07 17:44:00,354,113.37
2018-01-07 17:59:00,348,112.71
2018-01-07 18:14:00,336,112.19
2018-01-07 18:29:00,293,114.45
2018-01-07 18:44:00,254,113.89
2018-01-07 18:59:00,250,114.1
2018-01-07 19:14:00,265,116.2
2018-01-07 19:29:00,220,115.41
2018-01-07 19:44:00,173,115.05
2018-01-07 19:59:00,210,115.36
2018-01-07 20:14:00,198,114.63
2018-01-07 20:29:00,153,116.18
2018-01-07 20:44:00,164,116.04
2018-01-07 20:59:00,151,115.19
2018-01-07 21:14:00,121,117.34
2018-01-07 21:29:00,105,113.55
2018-01-07 21:44:00,103,117.43
2018-01-07 21:59:00,104,117.32
2018-01-07 22:14:00,100,114.52
2018-01-07 22:29:00,95,111.29
2018-01-07 22:44:00,74,110.71
2018-01-07 22:59:00,79,114.22
2018-01-07 23:14:00,60,117.05
2018-01-07 23:29:00,37,111.51
2018-01-07 23:44:00,20,113.12
2018-01-07 23:59:00,27,113.81
2018-01-08 00:14:00,29,109.46
2018-01-08 00:29:00,13,109.79
2018-01-08 00:44:00,13,109.28
2018-01-08 00:59:00,6,104.13
2018-01-08 01:14:00,6,115.92
2018-01-08 01:29:00,10,107.75
2018-01-08 01:44:00,13,107.51
2018-01-08 01:59:00,6,103.04
2018-01-08 02:14:00,17,110.04
2018-01-08 02:29:00,12,105.4
2018-01-08 02:44:00,17,115.99
2018-01-08 02:59:00,15,104.04
2018-01-08 03:14:00,9,103.75
2018-01-08 03:29:00,20,109.42
2018-01-08 03:44:00,22,110.44
2018-01-08 03:59:00,28,111.79
2018-01-08 04:14:00,46,112.33
2018-01-08 04:29:00,64,110.34
2018-01-08 04:44:00,51,115.14
2018-01-08 04:59:00,122,115.08
2018-01-08 05:14:00,189,114.4
2018-01-08 05:29:00,285,117.54
2018-01-08 05:44:00,393,114.39
2018-01-08 05:59:00,512,115.39
2018-01-08 06:14:00,594,111.33
2018-01-08 06:29:00,689,109.49
2018-01-08 06:44:00,826,99.82
2018-01-08 06:59:00,857,100.19
2018-01-08 07:14:00,866,97.31
2018-01-08 07:29:00,854,95.29
2018-01-08 07:44:00,859,99.11
2018-01-08 07:59:00,688,101.77
2018-01-08 08:14:00,713,105.11
2018-01-08 08:29:00,683,106.98
2018-01-08 08:44:00,592,109.55
2018-01-08 08:59:00,569,111.28
2018-01-08 09:14:00,466,113.54
2018-01-08 09:29:00,403,114.02
2018-01-08 09:44:00,358,110.03
2018-01-08 09:59:00,322,99.96
2018-01-08 10:14:00,312,100.79
2018-01-08 10:29:00,349,100.0
2018-01-08 10:44:00,305,98.65
2018-01-08 10:59:00,276,100.9
2018-01-08 11:14:00,303,106.16
2018-01-08 11:29:00,295,111.84
2018-01-08 11:44:00,249,110.61
2018-01-08 11:59:00,287,112.0
2018-01-08 12:14:00,279,111.62
2018-01-08 12:29:00,260,110.88
2018-01-08 12:44:00,314,112.72
2018-01-08 12:59:00,264,112.83
2018-01-08 13:14:00,290,112.04
2018-01-08 13:29:00,273,112.73
2018-01-08 13:44:00,266,111.5
2018-01-08 13:59:00,307,110.76
2018-01-08 14:14:00,328,111.21
2018-01-08 14:29:00,326,112.06
2018-01-08 14:44:00,290,111.65
2018-01-08 14:59:00,324,113.24
