Timestamp,TMUSite5509-2 - Speed Value,TMUSite5509-2 - Total Carriageway Flow
2018-01-08 15:14:00,113.16,258
2018-01-08 15:29:00,113.06,339
2018-01-08 15:44:00,113.31,294
2018-01-08 15:59:00,113.3,319
2018-01-08 16:14:00,115.5,300
2018-01-08 16:29:00,113.66,327
2018-01-08 16:44:00,112.39,370
2018-01-08 16:59:00,109.61,370
2018-01-08 17:14:00,112.18,335
2018-01-08 17:29:00,111.86,380
2018-01-08 17:44:00,109.64,373
2018-01-08 17:59:00,112.92,349
2018-01-08 18:14:00,112.9,322
2018-01-08 18:29:00,111.25,283
2018-01-08 18:44:00,114.11,276
2018-01-08 18:59:00,114.94,203
2018-01-08 19:14:00,112.34,243
2018-01-08 19:29:00,112.16,185
2018-01-08 19:44:00,112.21,168
2018-01-08 19:59:00,112.32,144
2018-01-08 20:14:00,112.94,112
2018-01-08 20:29:00,114.84,113
2018-01-08 20:44:00,112.69,79
2018-01-08 20:59:00,111.58,93
2018-01-08 21:14:00,111.58,99
2018-01-08 21:29:00,113.01,89
2018-01-08 21:44:00,113.71,85
2018-01-08 21:59:00,116.64,84
2018-01-08 22:14:00,113.87,82
2018-01-08 22:29:00,111.69,94
2018-01-08 22:44:00,110.73,73
2018-01-08 22:59:00,107.87,41
2018-01-08 23:14:00,109.95,32
2018-01-08 23:29:00,110.96,23
2018-01-08 23:44:00,112.48,21
2018-01-08 23:59:00,110.86,17
2018-01-09 00:14:00,120.42,15
2018-01-09 00:29:00,114.98,15
2018-01-09 00:44:00,104.87,8
2018-01-09 00:59:00,125.92,11
2018-01-09 01:14:00,124.22,9
2018-01-09 01:29:00,112.17,13
2018-01-09 01:44:00,104.77,19
2018-01-09 01:59:00,111.23,10
2018-01-09 02:14:00,102.7,10
2018-01-09 02:29:00,114.67,10
2018-01-09 02:44:00,118.65,13
2018-01-09 02:59:00,109.21,12
2018-01-09 03:14:00,110.26,10
2018-01-09 03:29:00,105.23,14
2018-01-09 03:44:00,108.79,20
2018-01-09 03:59:00,110.35,29
2018-01-09 04:14:00,114.98,27
2018-01-09 04:29:00,111.57,61
2018-01-09 04:44:00,113.56,39
2018-01-09 04:59:00,115.54,73
2018-01-09 05:14:00,114.85,151
2018-01-09 05:29:00,118.3,215
2018-01-09 05:44:00,117.86,333
2018-01-09 05:59:00,116.56,471
2018-01-09 06:14:00,114.98,592
2018-01-09 06:29:00,110.0,704
2018-01-09 06:44:00,104.94,759
2018-01-09 06:59:00,103.39,859
2018-01-09 07:14:00,101.02,886
2018-01-09 07:29:00,97.1,852
2018-01-09 07:44:00,93.92,920
2018-01-09 07:59:00,97.98,835
2018-01-09 08:14:00,104.2,744
2018-01-09 08:29:00,105.83,736
2018-01-09 08:44:00,102.46,726
2018-01-09 08:59:00,109.94,565
2018-01-09 09:14:00,110.46,442
2018-01-09 09:29:00,112.74,478
2018-01-09 09:44:00,113.72,397
2018-01-09 09:59:00,111.93,358
2018-01-09 10:14:00,111.63,343
2018-01-09 10:29:00,112.42,289
2018-01-09 10:44:00,112.48,313
2018-01-09 10:59:00,113.29,297
2018-01-09 11:14:00,111.71,278
2018-01-09 11:29:00,111.99,294
2018-01-09 11:44:00,112.51,273
2018-01-09 11:59:00,113.82,255
2018-01-09 12:14:00,114.66,248
2018-01-09 12:29:00,112.21,286
2018-01-09 12:44:00,112.06,272
2018-01-09 12:59:00,113.27,325
2018-01-09 13:14:00,111.72,271
2018-01-09 13:29:00,113.76,303
2018-01-09 13:44:00,112.5,274
2018-01-09 13:59:00,113.72,316
2018-01-09 14:14:00,112.73,309
2018-01-09 14:29:00,111.51,337
2018-01-09 14:44:00,113.59,290
2018-01-09 14:59:00,113.32,339
2018-01-09 15:14:00,114.06,310
2018-01-09 15:29:00,113.49,293
2018-01-09 15:44:00,112.79,308
2018-01-09 15:59:00,114.39,335
2018-01-09 16:14:00,112.94,385
2018-01-09 16:29:00,114.21,345
2018-01-09 16:44:00,111.16,379
2018-01-09 16:59:00,111.32,401
2018-01-09 17:14:00,110.38,356
2018-01-09 17:29:00,110.84,346
2018-01-09 17:44:00,111.28,369
2018-01-09 17:59:00,111.85,361
2018-01-09 18:14:00,111.86,313
2018-01-09 18:29:00,113.36,302
2018-01-09 18:44:00,112.26,285
2018-01-09 18:59:00,114.55,210
2018-01-09 19:14:00,115.34,202
2018-01-09 19:29:00,113.38,147
2018-01-09 19:44:00,113.44,143
2018-01-09 19:59:00,115.05,138
2018-01-09 20:14:00,114.8,123
2018-01-09 20:29:00,116.21,127
2018-01-09 20:44:00,116.1,99
2018-01-09 20:59:00,115.9,94
2018-01-09 21:14:00,114.32,105
2018-01-09 21:29:00,114.91,99
2018-01-09 21:44:00,115.86,77
2018-01-09 21:59:00,113.17,111
2018-01-09 22:14:00,114.76,126
2018-01-09 22:29:00,112.99,119
2018-01-09 22:44:00,111.04,81
2018-01-09 22:59:00,108.02,52
2018-01-09 23:14:00,109.71,56
2018-01-09 23:29:00,109.74,36
2018-01-09 23:44:00,113.05,28
2018-01-09 23:59:00,104.42,14
2018-01-10 00:14:00,108.51,16
2018-01-10 00:29:00,100.16,11
2018-01-10 00:44:00,106.2,15
2018-01-10 00:59:00,115.67,8
2018-01-10 01:14:00,112.05,12
2018-01-10 01:29:00,104.61,13
2018-01-10 01:44:00,103.58,11
2018-01-10 01:59:00,115.35,10
2018-01-10 02:14:00,99.62,12
2018-01-10 02:29:00,104.05,12
2018-01-10 02:44:00,102.97,11
2018-01-10 02:59:00,100.96,10
2018-01-10 03:14:00,111.47,11
2018-01-10 03:29:00,108.31,12
2018-01-10 03:44:00,109.94,18
2018-01-10 03:59:00,109.5,43
2018-01-10 04:14:00,111.18,38
2018-01-10 04:29:00,114.8,51
2018-01-10 04:44:00,115.0,65
2018-01-10 04:59:00,112.58,74
2018-01-10 05:14:00,113.47,117
2018-01-10 05:29:00,119.11,206
2018-01-10 05:44:00,115.3,350
2018-01-10 05:59:00,115.59,424
2018-01-10 06:14:00,112.02,558
2018-01-10 06:29:00,104.6,704
2018-01-10 06:44:00,104.11,778
2018-01-10 06:59:00,100.51,832
2018-01-10 07:14:00,99.84,831
2018-01-10 07:29:00,95.67,881
2018-01-10 07:44:00,95.61,872
2018-01-10 07:59:00,101.88,809
2018-01-10 08:14:00,105.45,742
2018-01-10 08:29:00,105.38,717
2018-01-10 08:44:00,110.43,619
2018-01-10 08:59:00,110.35,539
2018-01-10 09:14:00,112.59,483
2018-01-10 09:29:00,110.3,464
2018-01-10 09:44:00,110.88,414
2018-01-10 09:59:00,111.35,430
2018-01-10 10:14:00,110.74,370
2018-01-10 10:29:00,111.94,358
2018-01-10 10:44:00,111.77,333
2018-01-10 10:59:00,111.92,328
2018-01-10 11:14:00,113.83,288
2018-01-10 11:29:00,111.84,320
2018-01-10 11:44:00,112.49,322
2018-01-10 11:59:00,111.52,298
2018-01-10 12:14:00,114.16,296
2018-01-10 12:29:00,112.86,256
2018-01-10 12:44:00,112.71,333
2018-01-10 12:59:00,113.7,282
2018-01-10 13:14:00,114.23,305
2018-01-10 13:29:00,114.03,299
2018-01-10 13:44:00,113.76,309
2018-01-10 13:59:00,113.51,323
2018-01-10 14:14:00,113.18,338
2018-01-10 14:29:00,112.96,401
2018-01-10 14:44:00,113.35,359
2018-01-10 14:59:00,114.94,343
2018-01-10 15:14:00,113.47,344
2018-01-10 15:29:00,114.79,368
2018-01-10 15:44:00,113.55,374
2018-01-10 15:59:00,113.28,351
2018-01-10 16:14:00,113.4,387
2018-01-10 16:29:00,115.57,403
2018-01-10 16:44:00,110.62,400
2018-01-10 16:59:00,111.98,387
2018-01-10 17:14:00,112.08,406
2018-01-10 17:29:00,109.72,418
2018-01-10 17:44:00,110.59,359
2018-01-10 17:59:00,111.93,460
2018-01-10 18:14:00,111.77,362
2018-01-10 18:29:00,113.2,333
2018-01-10 18:44:00,114.55,277
2018-01-10 18:59:00,112.63,246
2018-01-10 19:14:00,113.61,212
2018-01-10 19:29:00,114.09,170
2018-01-10 19:44:00,112.3,148
2018-01-10 19:59:00,114.44,152
2018-01-10 20:14:00,114.38,153
2018-01-10 20:29:00,113.67,129
2018-01-10 20:44:00,114.25,99
2018-01-10 20:59:00,114.53,106
2018-01-10 21:14:00,111.63,103
2018-01-10 21:29:00,107.9,86
2018-01-10 21:44:00,108.69,94
2018-01-10 21:59:00,106.33,106
2018-01-10 22:14:00,103.83,74
2018-01-10 22:29:00,101.69,98
2018-01-10 22:44:00,103.74,72
2018-01-10 22:59:00,96.87,51
2018-01-10 23:14:00,97.85,37
2018-01-10 23:29:00,90.01,31
2018-01-10 23:44:00,97.05,31
2018-01-10 23:59:00,91.28,16
2018-01-11 00:14:00,103.43,11
2018-01-11 00:29:00,85.6,9
2018-01-11 00:44:00,102.18,13
2018-01-11 00:59:00,103.4,14
2018-01-11 01:14:00,93.61,14
2018-01-11 01:29:00,106.5,14
2018-01-11 01:44:00,104.27,9
2018-01-11 01:59:00,95.72,7
2018-01-11 02:14:00,100.24,15
2018-01-11 02:29:00,107.76,6
2018-01-11 02:44:00,102.35,7
2018-01-11 02:59:00,105.42,10
2018-01-11 03:14:00,100.85,13
2018-01-11 03:29:00,109.71,21
2018-01-11 03:44:00,106.97,13
2018-01-11 03:59:00,110.6,25
2018-01-11 04:14:00,117.66,33
2018-01-11 04:29:00,114.59,48
2018-01-11 04:44:00,115.19,68
2018-01-11 04:59:00,114.07,81
2018-01-11 05:14:00,116.21,140
2018-01-11 05:29:00,119.15,201
2018-01-11 05:44:00,118.02,351
2018-01-11 05:59:00,117.08,424
2018-01-11 06:14:00,113.21,548
2018-01-11 06:29:00,107.63,680
2018-01-11 06:44:00,101.05,829
2018-01-11 06:59:00,102.17,827
2018-01-11 07:14:00,98.0,871
2018-01-11 07:29:00,98.62,853
2018-01-11 07:44:00,93.24,875
2018-01-11 07:59:00,96.36,793
2018-01-11 08:14:00,99.58,722
2018-01-11 08:29:00,97.0,779
2018-01-11 08:44:00,106.71,629
2018-01-11 08:59:00,110.08,582
2018-01-11 09:14:00,110.22,495
2018-01-11 09:29:00,113.37,429
2018-01-11 09:44:00,113.77,389
2018-01-11 09:59:00,113.0,391
2018-01-11 10:14:00,112.86,328
2018-01-11 10:29:00,112.83,313
2018-01-11 10:44:00,111.69,288
2018-01-11 10:59:00,112.96,274
2018-01-11 11:14:00,112.97,306
2018-01-11 11:29:00,110.91,263
2018-01-11 11:44:00,114.06,271
2018-01-11 11:59:00,114.04,324
2018-01-11 12:14:00,115.6,293
2018-01-11 12:29:00,113.58,325
2018-01-11 12:44:00,113.79,302
2018-01-11 12:59:00,115.44,312
2018-01-11 13:14:00,114.95,290
2018-01-11 13:29:00,112.66,285
2018-01-11 13:44:00,112.44,303
2018-01-11 13:59:00,115.53,322
2018-01-11 14:14:00,110.87,308
2018-01-11 14:29:00,112.83,303
2018-01-11 14:44:00,113.43,324
2018-01-11 14:59:00,114.1,337
2018-01-11 15:14:00,115.31,329
2018-01-11 15:29:00,114.93,351
2018-01-11 15:44:00,114.85,324
2018-01-11 15:59:00,116.06,370
2018-01-11 16:14:00,114.46,376
2018-01-11 16:29:00,115.22,373
2018-01-11 16:44:00,115.52,340
2018-01-11 16:59:00,114.59,389
2018-01-11 17:14:00,110.07,412
2018-01-11 17:29:00,111.88,400
2018-01-11 17:44:00,111.28,320
2018-01-11 17:59:00,111.49,419
2018-01-11 18:14:00,112.05,372
2018-01-11 18:29:00,113.88,308
2018-01-11 18:44:00,112.99,266
2018-01-11 18:59:00,112.45,234
2018-01-11 19:14:00,113.78,231
2018-01-11 19:29:00,112.37,203
2018-01-11 19:44:00,113.9,163
2018-01-11 19:59:00,113.4,169
2018-01-11 20:14:00,111.27,113
2018-01-11 20:29:00,114.81,127
2018-01-11 20:44:00,119.5,110
2018-01-11 20:59:00,114.88,118
2018-01-11 21:14:00,114.74,100
2018-01-11 21:29:00,112.6,123
2018-01-11 21:44:00,112.81,84
2018-01-11 21:59:00,115.41,95
2018-01-11 22:14:00,114.46,90
2018-01-11 22:29:00,111.63,79
2018-01-11 22:44:00,117.72,69
2018-01-11 22:59:00,112.81,40
2018-01-11 23:14:00,111.61,39
2018-01-11 23:29:00,118.53,31
2018-01-11 23:44:00,114.65,22
2018-01-11 23:59:00,117.64,25
2018-01-12 00:14:00,110.86,20
2018-01-12 00:29:00,114.19,14
2018-01-12 00:44:00,103.06,15
2018-01-12 00:59:00,114.89,12
2018-01-12 01:14:00,106.94,14
2018-01-12 01:29:00,106.12,12
2018-01-12 01:44:00,112.9,11
2018-01-12 01:59:00,102.62,12
2018-01-12 02:14:00,111.02,16
2018-01-12 02:29:00,111.99,10
2018-01-12 02:44:00,105.56,19
2018-01-12 02:59:00,115.57,15
2018-01-12 03:14:00,119.29,16
2018-01-12 03:29:00,111.79,20
2018-01-12 03:44:00,113.72,21
2018-01-12 03:59:00,110.42,35
2018-01-12 04:14:00,106.88,19
2018-01-12 04:29:00,116.69,54
2018-01-12 04:44:00,114.11,56
2018-01-12 04:59:00,112.14,83
2018-01-12 05:14:00,119.33,119
2018-01-12 05:29:00,118.21,177
2018-01-12 05:44:00,115.75,308
2018-01-12 05:59:00,118.37,391
2018-01-12 06:14:00,117.15,489
2018-01-12 06:29:00,111.3,637
2018-01-12 06:44:00,110.01,699
2018-01-12 06:59:00,100.89,778
2018-01-12 07:14:00,101.86,832
2018-01-12 07:29:00,101.41,708
2018-01-12 07:44:00,87.08,735
2018-01-12 07:59:00,100.07,798
2018-01-12 08:14:00,107.29,689
2018-01-12 08:29:00,109.02,702
2018-01-12 08:44:00,112.68,507
2018-01-12 08:59:00,112.51,514
2018-01-12 09:14:00,112.51,429
2018-01-12 09:29:00,113.22,418
2018-01-12 09:44:00,114.2,386
2018-01-12 09:59:00,113.1,359
2018-01-12 10:14:00,112.57,382
2018-01-12 10:29:00,112.6,338
2018-01-12 10:44:00,112.32,335
2018-01-12 10:59:00,113.22,344
2018-01-12 11:14:00,110.74,392
2018-01-12 11:29:00,113.35,321
2018-01-12 11:44:00,112.94,320
2018-01-12 11:59:00,112.29,344
2018-01-12 12:14:00,112.61,339
2018-01-12 12:29:00,113.29,337
2018-01-12 12:44:00,111.58,382
2018-01-12 12:59:00,114.0,347
2018-01-12 13:14:00,113.22,383
2018-01-12 13:29:00,115.04,336
2018-01-12 13:44:00,113.24,380
2018-01-12 13:59:00,112.42,356
2018-01-12 14:14:00,112.02,384
2018-01-12 14:29:00,113.03,406
2018-01-12 14:44:00,112.2,388
2018-01-12 14:59:00,112.56,384
2018-01-12 15:14:00,114.21,384
2018-01-12 15:29:00,113.37,378
2018-01-12 15:44:00,114.53,387
2018-01-12 15:59:00,113.34,407
2018-01-12 16:14:00,114.42,440
2018-01-12 16:29:00,114.86,403
2018-01-12 16:44:00,112.1,418
2018-01-12 16:59:00,112.61,383
2018-01-12 17:14:00,109.71,411
2018-01-12 17:29:00,111.69,382
2018-01-12 17:44:00,111.83,353
2018-01-12 17:59:00,113.41,331
2018-01-12 18:14:00,113.47,291
2018-01-12 18:29:00,113.77,279
2018-01-12 18:44:00,113.4,291
2018-01-12 18:59:00,115.15,250
2018-01-12 19:14:00,113.54,218
2018-01-12 19:29:00,115.15,209
2018-01-12 19:44:00,114.42,197
2018-01-12 19:59:00,107.15,187
2018-01-12 20:14:00,112.75,148
2018-01-12 20:29:00,113.64,140
2018-01-12 20:44:00,112.0,107
2018-01-12 20:59:00,114.52,105
2018-01-12 21:14:00,112.73,87
2018-01-12 21:29:00,112.32,93
2018-01-12 21:44:00,114.38,67
2018-01-12 21:59:00,111.34,85
2018-01-12 22:14:00,113.1,61
2018-01-12 22:29:00,112.99,96
2018-01-12 22:44:00,111.28,60
2018-01-12 22:59:00,115.7,71
2018-01-12 23:14:00,111.94,47
2018-01-12 23:29:00,118.23,46
2018-01-12 23:44:00,112.64,39
2018-01-12 23:59:00,111.62,34
2018-01-13 00:14:00,111.49,31
2018-01-13 00:29:00,112.9,11
2018-01-13 00:44:00,118.49,20
2018-01-13 00:59:00,117.61,21
2018-01-13 01:14:00,107.17,18
2018-01-13 01:29:00,113.24,24
2018-01-13 01:44:00,119.87,19
2018-01-13 01:59:00,105.24,18
2018-01-13 02:14:00,114.14,17
2018-01-13 02:29:00,108.8,13
2018-01-13 02:44:00,119.67,8
2018-01-13 02:59:00,110.41,10
2018-01-13 03:14:00,108.24,15
2018-01-13 03:29:00,106.14,25
2018-01-13 03:44:00,116.78,25
2018-01-13 03:59:00,118.37,15
2018-01-13 04:14:00,114.25,21
2018-01-13 04:29:00,116.49,26
2018-01-13 04:44:00,118.2,30
2018-01-13 04:59:00,113.86,43
2018-01-13 05:14:00,111.42,56
2018-01-13 05:29:00,114.27,67
2018-01-13 05:44:00,115.97,99
2018-01-13 05:59:00,115.1,84
2018-01-13 06:14:00,118.97,123
2018-01-13 06:29:00,115.06,149
2018-01-13 06:44:00,113.91,157
2018-01-13 06:59:00,116.27,205
2018-01-13 07:14:00,113.56,218
2018-01-13 07:29:00,114.06,260
2018-01-13 07:44:00,115.33,253
2018-01-13 07:59:00,115.95,293
2018-01-13 08:14:00,115.1,252
2018-01-13 08:29:00,117.66,271
2018-01-13 08:44:00,117.3,315
2018-01-13 08:59:00,115.41,285
2018-01-13 09:14:00,116.96,294
2018-01-13 09:29:00,115.64,319
2018-01-13 09:44:00,113.93,284
2018-01-13 09:59:00,116.54,394
2018-01-13 10:14:00,116.54,362
2018-01-13 10:29:00,115.17,387
2018-01-13 10:44:00,116.2,336
2018-01-13 10:59:00,114.66,393
2018-01-13 11:14:00,115.04,378
2018-01-13 11:29:00,116.57,342
2018-01-13 11:44:00,115.62,394
2018-01-13 11:59:00,116.63,368
2018-01-13 12:14:00,116.0,378
2018-01-13 12:29:00,117.39,343
2018-01-13 12:44:00,118.22,375
2018-01-13 12:59:00,117.61,352
2018-01-13 13:14:00,114.79,330
2018-01-13 13:29:00,116.56,335
2018-01-13 13:44:00,115.76,321
2018-01-13 13:59:00,114.27,355
2018-01-13 14:14:00,114.87,332
2018-01-13 14:29:00,116.35,382
2018-01-13 14:44:00,115.94,319
2018-01-13 14:59:00,117.99,325
2018-01-13 15:14:00,116.71,312
2018-01-13 15:29:00,116.71,342
2018-01-13 15:44:00,116.15,335
2018-01-13 15:59:00,115.35,384
2018-01-13 16:14:00,115.4,391
2018-01-13 16:29:00,115.08,371
2018-01-13 16:44:00,112.92,394
2018-01-13 16:59:00,115.31,385
2018-01-13 17:14:00,113.43,368
2018-01-13 17:29:00,111.4,417
2018-01-13 17:44:00,114.32,403
2018-01-13 17:59:00,113.14,376
2018-01-13 18:14:00,113.2,350
2018-01-13 18:29:00,114.5,325
2018-01-13 18:44:00,115.59,280
2018-01-13 18:59:00,115.88,242
2018-01-13 19:14:00,113.2,210
2018-01-13 19:29:00,111.87,190
2018-01-13 19:44:00,113.89,205
2018-01-13 19:59:00,115.06,178
2018-01-13 20:14:00,114.15,137
2018-01-13 20:29:00,114.72,115
2018-01-13 20:44:00,115.74,112
2018-01-13 20:59:00,114.29,95
2018-01-13 21:14:00,113.66,101
2018-01-13 21:29:00,113.24,96
2018-01-13 21:44:00,114.74,93
2018-01-13 21:59:00,110.45,113
2018-01-13 22:14:00,114.33,100
2018-01-13 22:29:00,115.22,95
2018-01-13 22:44:00,116.64,77
2018-01-13 22:59:00,118.11,75
2018-01-13 23:14:00,114.51,81
2018-01-13 23:29:00,112.45,65
2018-01-13 23:44:00,115.13,60
2018-01-13 23:59:00,115.85,44
2018-01-14 00:14:00,112.65,44
2018-01-14 00:29:00,117.82,37
2018-01-14 00:44:00,113.5,35
2018-01-14 00:59:00,112.83,30
2018-01-14 01:14:00,117.38,26
2018-01-14 01:29:00,114.32,20
2018-01-14 01:44:00,110.91,21
2018-01-14 01:59:00,117.38,25
2018-01-14 02:14:00,120.39,20
2018-01-14 02:29:00,108.66,12
2018-01-14 02:44:00,118.72,17
2018-01-14 02:59:00,110.62,17
2018-01-14 03:14:00,108.79,20
2018-01-14 03:29:00,110.08,20
2018-01-14 03:44:00,118.62,21
2018-01-14 03:59:00,112.89,17
2018-01-14 04:14:00,118.9,14
2018-01-14 04:29:00,114.7,21
2018-01-14 04:44:00,113.61,38
2018-01-14 04:59:00,118.35,37
2018-01-14 05:14:00,112.0,43
2018-01-14 05:29:00,116.31,54
2018-01-14 05:44:00,110.92,67
2018-01-14 05:59:00,115.44,56
2018-01-14 06:14:00,117.58,62
2018-01-14 06:29:00,113.45,74
2018-01-14 06:44:00,115.63,75
2018-01-14 06:59:00,114.63,76
2018-01-14 07:14:00,110.72,110
2018-01-14 07:29:00,114.95,141
2018-01-14 07:44:00,113.99,130
2018-01-14 07:59:00,117.73,137
2018-01-14 08:14:00,120.51,125
2018-01-14 08:29:00,118.38,154
2018-01-14 08:44:00,118.59,194
2018-01-14 08:59:00,119.97,212
2018-01-14 09:14:00,117.53,245
2018-01-14 09:29:00,118.9,284
2018-01-14 09:44:00,120.29,273
2018-01-14 09:59:00,117.29,246
2018-01-14 10:14:00,116.58,261
2018-01-14 10:29:00,119.2,284
2018-01-14 10:44:00,116.53,300
2018-01-14 10:59:00,118.83,313
2018-01-14 11:14:00,118.68,352
2018-01-14 11:29:00,119.17,377
2018-01-14 11:44:00,117.48,365
2018-01-14 11:59:00,118.84,369
2018-01-14 12:14:00,118.31,335
2018-01-14 12:29:00,119.0,354
2018-01-14 12:44:00,118.1,323
2018-01-14 12:59:00,119.63,328
2018-01-14 13:14:00,118.82,372
2018-01-14 13:29:00,118.52,325
2018-01-14 13:44:00,117.6,358
2018-01-14 13:59:00,118.24,412
2018-01-14 14:14:00,116.29,379
2018-01-14 14:29:00,118.43,363
2018-01-14 14:44:00,119.39,366
2018-01-14 14:59:00,117.47,437
2018-01-14 15:14:00,118.48,366
2018-01-14 15:29:00,118.69,420
2018-01-14 15:44:00,119.51,426
2018-01-14 15:59:00,118.41,433
2018-01-14 16:14:00,118.16,489
2018-01-14 16:29:00,117.5,464
2018-01-14 16:44:00,116.28,415
2018-01-14 16:59:00,107.29,412
2018-01-14 17:14:00,113.96,438
2018-01-14 17:29:00,114.34,422
2018-01-14 17:44:00,115.4,329
2018-01-14 17:59:00,115.76,348
2018-01-14 18:14:00,116.3,337
2018-01-14 18:29:00,116.48,284
2018-01-14 18:44:00,115.02,289
2018-01-14 18:59:00,114.57,260
2018-01-14 19:14:00,115.84,231
2018-01-14 19:29:00,117.4,222
2018-01-14 19:44:00,115.84,201
2018-01-14 19:59:00,118.98,222
2018-01-14 20:14:00,117.01,191
2018-01-14 20:29:00,114.55,169
2018-01-14 20:44:00,117.3,181
2018-01-14 20:59:00,115.78,160
2018-01-14 21:14:00,113.28,136
2018-01-14 21:29:00,114.19,102
2018-01-14 21:44:00,115.35,92
2018-01-14 21:59:00,115.01,94
2018-01-14 22:14:00,111.54,96
2018-01-14 22:29:00,115.45,80
2018-01-14 22:44:00,113.86,62
2018-01-14 22:59:00,110.56,36
2018-01-14 23:14:00,112.0,33
2018-01-14 23:29:00,114.85,26
2018-01-14 23:44:00,108.17,36
2018-01-14 23:59:00,117.49,18
2018-01-15 00:14:00,121.3,22
2018-01-15 00:29:00,108.05,20
2018-01-15 00:44:00,118.54,22
2018-01-15 00:59:00,120.25,9
2018-01-15 01:14:00,111.42,11
2018-01-15 01:29:00,111.75,9
2018-01-15 01:44:00,114.55,8
2018-01-15 01:59:00,109.16,17
2018-01-15 02:14:00,110.13,18
2018-01-15 02:29:00,117.95,13
2018-01-15 02:44:00,112.35,10
2018-01-15 02:59:00,105.39,16
2018-01-15 03:14:00,110.39,11
2018-01-15 03:29:00,102.33,19
2018-01-15 03:44:00,112.32,19
2018-01-15 03:59:00,110.82,33
2018-01-15 04:14:00,107.53,43
2018-01-15 04:29:00,111.9,59
2018-01-15 04:44:00,109.37,97
2018-01-15 04:59:00,112.43,114
2018-01-15 05:14:00,110.1,156
2018-01-15 05:29:00,112.96,269
2018-01-15 05:44:00,109.09,365
2018-01-15 05:59:00,105.1,496
2018-01-15 06:14:00,98.35,569
2018-01-15 06:29:00,88.7,726
2018-01-15 06:44:00,82.15,687
2018-01-15 06:59:00,90.63,510
2018-01-15 07:14:00,94.58,396
2018-01-15 07:29:00,98.11,311
2018-01-15 07:44:00,94.01,281
2018-01-15 07:59:00,92.99,275
2018-01-15 08:14:00,95.94,275
2018-01-15 08:29:00,101.58,279
2018-01-15 08:44:00,95.04,534
2018-01-15 08:59:00,96.63,746
2018-01-15 09:14:00,102.04,648
2018-01-15 09:29:00,104.32,528
2018-01-15 09:44:00,98.42,549
2018-01-15 09:59:00,95.36,439
2018-01-15 10:14:00,97.95,364
2018-01-15 10:29:00,99.01,365
2018-01-15 10:44:00,100.64,375
2018-01-15 10:59:00,107.38,318
2018-01-15 11:14:00,108.03,304
2018-01-15 11:29:00,109.29,284
2018-01-15 11:44:00,109.85,302
2018-01-15 11:59:00,113.43,288
2018-01-15 12:14:00,111.27,267
2018-01-15 12:29:00,111.82,284
2018-01-15 12:44:00,113.02,279
2018-01-15 12:59:00,112.84,280
2018-01-15 13:14:00,112.74,249
2018-01-15 13:29:00,109.4,294
2018-01-15 13:44:00,112.11,290
2018-01-15 13:59:00,111.88,298
2018-01-15 14:14:00,112.43,285
2018-01-15 14:29:00,110.64,314
2018-01-15 14:44:00,110.74,313
2018-01-15 14:59:00,112.69,239
2018-01-15 15:14:00,113.53,326
2018-01-15 15:29:00,112.61,334
2018-01-15 15:44:00,113.9,305
2018-01-15 15:59:00,114.12,297
2018-01-15 16:14:00,112.13,303
2018-01-15 16:29:00,114.17,320
2018-01-15 16:44:00,115.48,373
2018-01-15 16:59:00,113.34,367
2018-01-15 17:14:00,113.0,322
2018-01-15 17:29:00,110.95,356
2018-01-15 17:44:00,110.95,393
2018-01-15 17:59:00,111.83,351
2018-01-15 18:14:00,111.99,380
2018-01-15 18:29:00,114.27,292
2018-01-15 18:44:00,112.42,242
2018-01-15 18:59:00,113.27,234
2018-01-15 19:14:00,114.45,174
2018-01-15 19:29:00,113.59,149
2018-01-15 19:44:00,115.9,163
2018-01-15 19:59:00,115.38,129
2018-01-15 20:14:00,114.44,122
2018-01-15 20:29:00,113.5,105
2018-01-15 20:44:00,115.8,103
2018-01-15 20:59:00,114.93,97
2018-01-15 21:14:00,114.44,95
2018-01-15 21:29:00,114.76,114
2018-01-15 21:44:00,112.3,53
2018-01-15 21:59:00,112.79,69
2018-01-15 22:14:00,112.81,93
2018-01-15 22:29:00,115.45,83
2018-01-15 22:44:00,115.36,79
2018-01-15 22:59:00,113.38,49
2018-01-15 23:14:00,113.96,35
2018-01-15 23:29:00,114.71,29
2018-01-15 23:44:00,114.29,16
2018-01-15 23:59:00,110.42,17
2018-01-16 00:14:00,111.77,14
2018-01-16 00:29:00,110.19,12
2018-01-16 00:44:00,116.49,12
2018-01-16 00:59:00,106.48,7
2018-01-16 01:14:00,109.29,9
2018-01-16 01:29:00,118.23,13
2018-01-16 01:44:00,108.6,8
2018-01-16 01:59:00,106.25,13
2018-01-16 02:14:00,108.97,8
2018-01-16 02:29:00,110.93,17
2018-01-16 02:44:00,102.48,8
2018-01-16 02:59:00,104.72,8
2018-01-16 03:14:00,108.22,12
2018-01-16 03:29:00,111.12,17
2018-01-16 03:44:00,111.18,22
2018-01-16 03:59:00,112.05,27
2018-01-16 04:14:00,110.6,29
2018-01-16 04:29:00,111.34,45
2018-01-16 04:44:00,113.31,57
2018-01-16 04:59:00,109.46,89
2018-01-16 05:14:00,110.74,149
2018-01-16 05:29:00,115.06,247
2018-01-16 05:44:00,115.67,333
2018-01-16 05:59:00,113.29,478
2018-01-16 06:14:00,110.15,597
2018-01-16 06:29:00,104.83,723
